## spall-4 (boulder) along x
TRANSECT 25 stations from (18, -30) to (42, -30), every 1
  station        ground  surface  water  top  standing            step
  (   18,   -30)      12       12           12                      
  (   19,   -30)      12       12           12                      
  (   20,   -30)      12       12           12                      
  (   21,   -30)      12       12           12                      
  (   22,   -30)      12       12           12                      
  (   23,   -30)      12       12           12                      
  (   24,   -30)      12       12           12                      
  (   25,   -30)      12       12           12                      
  (   26,   -30)      12       12           12                      
  (   27,   -30)      12       12           17  boulder spall-4     
  (   28,   -30)      12       12           17  boulder spall-4     
  (   29,   -30)      12       12           18  boulder spall-4     
  (   30,   -30)      12       12           18  boulder spall-4     
  (   31,   -30)      12       12           18  boulder spall-4     
  (   32,   -30)      12       12           17  boulder spall-4     
  (   33,   -30)      12       12           17  boulder spall-4     
  (   34,   -30)      12       12           15  boulder spall-4     
  (   35,   -30)      12       12           12                      
  (   36,   -30)      12       12           12                      
  (   37,   -30)      12       12           12                      
  (   38,   -30)      12       12           12                      
  (   39,   -30)                                                    void
  (   40,   -30)                                                    void
  (   41,   -30)                                                    void
  (   42,   -30)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder spall-4 at (27, -32)

## spall-4 (boulder) along z
TRANSECT 25 stations from (30, -42) to (30, -18), every 1
  station        ground  surface  water  top  standing            step
  (   30,   -42)      13       13           13                      
  (   30,   -41)      13       13           13                      
  (   30,   -40)      13       13           13                      
  (   30,   -39)      12       12           12                      -1
  (   30,   -38)      12       12           12                      
  (   30,   -37)      12       12           12                      
  (   30,   -36)      12       12           12                      
  (   30,   -35)      12       12           12                      
  (   30,   -34)      12       12           12                      
  (   30,   -33)      12       12           16  boulder spall-4     
  (   30,   -32)      12       12           17  boulder spall-4     
  (   30,   -31)      12       12           18  boulder spall-4     
  (   30,   -30)      12       12           18  boulder spall-4     
  (   30,   -29)      12       12           18  boulder spall-4     
  (   30,   -28)      12       12           17  boulder spall-4     
  (   30,   -27)      12       12           16  boulder spall-4     
  (   30,   -26)      12       12           12                      
  (   30,   -25)      12       12           12                      
  (   30,   -24)      12       12           12                      
  (   30,   -23)      12       12           12                      
  (   30,   -22)      12       12           12                      
  (   30,   -21)      12       12           12                      
  (   30,   -20)      12       12           12                      
  (   30,   -19)      12       12           12                      
  (   30,   -18)      12       12           12                      
rises 0, falls 1, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder spall-4 at (28, -33)
