      |         0        |
      | 8765432101234567 |
  -22 |      SSSSSS      |
  -21 |      SSSSSS      |
  -20 |      iSS@Si      |
  -19 |      SSSSSS      |
  -18 | CCCCCCCCCCCCCCCC |
  -17 | CCCCCCCCCCCCCCCC |
  -16 | CCCCCCCCCCCCCCCC |
  -15 | CCCCCCCCCCCCCCCC |
  -14 | CCCCCCCCCCCCCCCC |
  -13 | CCCCCCCCCCCCCCCC |
  -12 | CCCCCCCC!CCCCCCC |
  -11 | CCCCCCCCCCCCCCCC |
  -10 | BBBBBBBBBBBBBBBB |
   -9 | BBBBBBBBBBBBBBBB |
   -8 | BBBBBBBBBBBBBBBB |
   -7 | BBBBBBBBBBBBBBBB |
   -6 | BBBBBBBBBBBBBBBB |
   -5 | BBBBBBBBBBBBBBBB |
   -4 | ++++++++++++++++ |
   -3 | ++++++++++++++++ |
   -2 | +++++AAAAAA+++++ |
   -1 | +++++AAAAAA+++++ |
    0 | +++++AAAAAA+++++ |
    1 | +++++AAAAAA+++++ |
    2 | ++++++++++++++++ |
    3 | ++++++++++++++++ |
    4 | BBBBBBBBBBBBBBBB |
    5 | BBBBBBBBBBBBBBBB |
    6 | BBBBBBBBBBBBBBBB |
    7 | BBBBBBBBBBBBBBBB |
    8 | BBBBBBBBBBBBBBBB |
    9 | BBBBBBBBBBBBBBBB |
   10 | CCCCCCCCCCCCCCCC |
   11 | CCCCCCC!CCCCCCCC |
   12 | CCCCCCCCCCCCCCCC |
   13 | CCCCCCCCCCCCCCCC |
   14 | CCCCCCCCCCCCCCCC |
   15 | CCCCCCCCCCCCCCCC |
   16 | CCCCCCCCCCCCCCCC |
   17 | CCCCCCCCCCCCCCCC |
   18 |      SSSSSS      |
   19 |      SSSSSS      |
   20 |      iSS@Si      |
   21 |      SSSSSS      |
      16 × 44 cells drawn  ·  16 × 44 cells = 80 × 220 blocks  ·  cell 5
      ! destroyable   @ spawn   A pier (piece)   B holm (piece)   C terrace (piece)   
      S bar (spawn)   i iron   
