== across the bridge
ROUTE (10, 44) -> (70, 44) aim reach: 67 blocks, 0 placed, 0 drop(s), worst drop 0
  place            y   step
  (10, 44)           9
  (11, 44)           9
  (12, 44)           9
  (13, 44)           9
  (14, 44)           9
  (15, 44)           9
  (16, 44)           9
  (17, 44)           9
  (18, 44)           9
  (19, 44)           9
  (20, 44)           9
  (21, 43)           9
  (22, 43)           9
  (23, 42)           9
  (24, 41)           9
  (25, 41)           9
  (26, 40)           9
  (27, 40)           9
  (28, 40)           9
  (29, 39)           9
  (30, 39)           9
  (31, 39)           9
  (32, 39)           9
  (33, 39)           9
  (34, 39)           9
  (35, 39)           9
  (36, 39)           9
  (37, 40)           9
  (38, 41)           9
  (39, 42)           9
  (40, 43)           9
  (41, 44)           9
  (42, 45)           9
  (43, 46)           9
  (44, 47)           9
  (45, 48)           9
  (46, 48)           9
  (47, 48)           9
  (48, 48)           9
  (49, 48)           9
  (50, 48)           9
  (51, 48)           9
  (52, 48)           9
  (53, 48)           9
  (54, 48)           9
  (55, 48)           9
  (56, 48)           9
  (57, 48)           9
  (58, 47)           9
  (59, 47)           9
  (60, 47)           9
  (61, 47)           9
  (62, 47)           9
  (63, 47)           9
  (64, 47)           9
  (65, 47)           9
  (66, 47)           9
  (67, 47)           9
  (68, 46)           9
  (69, 45)           9
  (70, 44)           9
rises 0, falls 0, worst step 0: walked end to end

== up the rise
ROUTE (10, 84) -> (70, 84) aim reach: 67 blocks, 0 placed, 0 drop(s), worst drop 0
  place            y   step
  (10, 84)           9
  (11, 84)           9
  (12, 84)           9
  (13, 84)           9
  (14, 84)           9
  (15, 84)           9
  (16, 84)           9
  (17, 84)           9
  (18, 84)           9
  (19, 84)           9
  (20, 84)           9
  (21, 83)          10
  (22, 83)          10
  (23, 82)          10
  (24, 81)          10
  (25, 81)          11
  (26, 80)          11
  (27, 80)          11
  (28, 80)          11
  (29, 79)          11
  (30, 79)          12
  (31, 79)          12
  (32, 79)          12
  (33, 79)          12
  (34, 79)          12
  (35, 79)          12
  (36, 79)          12
  (37, 80)          13
  (38, 81)          13
  (39, 82)          13
  (40, 83)          13
  (41, 84)          13
  (42, 85)          13
  (43, 86)          14
  (44, 87)          14
  (45, 88)          14
  (46, 88)          14
  (47, 88)          14
  (48, 88)          14
  (49, 88)          15
  (50, 88)          15
  (51, 88)          15
  (52, 88)          15
  (53, 88)          15
  (54, 88)          15
  (55, 88)          16
  (56, 88)          16
  (57, 88)          16
  (58, 87)          16
  (59, 87)          16
  (60, 87)          17
  (61, 87)          17
  (62, 87)          17
  (63, 87)          17
  (64, 87)          17
  (65, 87)          17
  (66, 87)          17
  (67, 87)          17
  (68, 86)          17
  (69, 85)          17
  (70, 84)          17
rises 0, falls 0, worst step 0: walked end to end
