## spawn-red -> red-0
ROUTE (-24, 70) -> (20, 98) aim travel: 59 blocks, 5 placed, 1 drop(s), worst drop 4
  place            y   step
  (-24, 70)          9
  (-23, 70)          9
  (-22, 70)          9
  (-21, 70)          9
  (-20, 70)          9
  (-19, 70)          9
  (-18, 70)          9
  (-17, 70)          9
  (-16, 70)          9
  (-15, 70)          9
  (-14, 70)          9
  (-13, 70)          9
  (-12, 70)          9
  (-11, 70)          9
  (-10, 70)          9
  (-9, 70)           9
  (-8, 70)           9
  (-7, 70)           9
  (-6, 70)           9
  (-5, 70)           9
  (-4, 71)           9
  (-3, 72)           9
  (-2, 73)           9
  (-1, 74)           9
  (0, 75)           13   barrier +4
  (1, 76)           13
  (1, 77)            9   drop -4
  (2, 78)            9
  (3, 79)            9
  (3, 80)            9
  (3, 81)            9
  (3, 82)            9
  (3, 83)            9
  (3, 84)            9
  (4, 85)            9
  (5, 86)            9
  (6, 87)            9
  (7, 88)           10
  (8, 89)           10
  (9, 90)           11
  (10, 91)          11
  (11, 92)          14   barrier +3
  (12, 93)          14
  (13, 93)          14
  (14, 93)          14
  (15, 94)          14
  (16, 95)          15
  (17, 96)          14
  (18, 96)          14
  (19, 97)          14
  (20, 98)          14
rises 2, falls 1, worst step 4: barrier +4 at (0, 75); drop -4 at (1, 77); barrier +3 at (11, 92)
beside: spawn spawn-1 at (-24, 70) d0, wool wool-1 at (17, 96) d0

## spawn-red -> blue-1
ROUTE (-24, 70) -> (-20, -98) aim travel: 196 blocks, 42 placed, 3 drop(s), worst drop 7
  place            y   step
  (-24, 70)          9
  (-24, 69)          9
  (-23, 68)          9
  (-22, 67)          9
  (-21, 66)         12   barrier +3
  (-20, 65)         18   barrier +6
  (-19, 64)         16
  (-18, 63)          9   drop -7
  (-17, 62)          9
  (-17, 61)          9
  (-16, 60)          9
  (-15, 59)          9
  (-15, 58)          9
  (-14, 57)          9
  (-14, 56)          9
  (-14, 55)          9
  (-14, 54)          9
  (-14, 53)          9
  (-14, 52)          9
  (-14, 51)          9
  (-14, 50)          9
  (-14, 49)          9
  (-14, 48)          9
  (-14, 47)          9
  (-13, 46)          9
  (-12, 45)          9
  (-12, 44)          9
  (-12, 43)          9
  (-12, 42)         10
  (-11, 41)          8
  (-11, 40)          8
  (-11, 39)          8
  (-11, 38)          7
  (-11, 37)          7
  (-11, 36)          7
  (-11, 35)          7
  (-11, 34)          7
  (-11, 33)          7
  (-11, 32)          7
  (-11, 31)          7
  (-11, 30)          7
  (-11, 29)          7
  (-11, 28)          7
  (-11, 27)          7
  (-11, 26)          7
  (-11, 25)          7
  (-11, 24)          7
  (-11, 23)          7
  (-11, 22)          7
  (-11, 21)          7
  (-11, 20)          7
  (-11, 19)          7
  (-11, 18)          7
  (-11, 17)          7
  (-11, 16)          7
  (-11, 15)          7
  (-11, 14)          7
  (-11, 13)          7
  (-11, 12)          7
  (-11, 11)          7
  (-11, 10)          7
  (-11, 9)           7
  (-11, 8)           7
  (-11, 7)           7
  (-11, 6)           7
  (-11, 5)           7
  (-11, 4)           7
  (-11, 3)           7
  (-11, 2)           7
  (-11, 1)           7
  (-11, 0)           7
  (-11, -1)          7
  (-11, -2)          7
  (-11, -3)          7
  (-11, -4)          7
  (-11, -5)          7
  (-11, -6)          7
  (-11, -7)          7
  (-11, -8)          7
  (-11, -9)          7
  (-11, -10)         7
  (-11, -11)         7
  (-11, -12)         7
  (-11, -13)         7
  (-11, -14)         7
  (-11, -15)         7
  (-11, -16)         7
  (-11, -17)         7
  (-11, -18)         7
  (-11, -19)         7
  (-11, -20)         7
  (-11, -21)         7
  (-11, -22)         7
  (-11, -23)         7
  (-11, -24)         7
  (-11, -25)         7
  (-11, -26)         7
  (-11, -27)         7
  (-11, -28)         7
  (-11, -29)         7
  (-11, -30)         7
  (-11, -31)         7
  (-11, -32)         7
  (-11, -33)         7
  (-11, -34)         7
  (-11, -35)         7
  (-11, -36)         7
  (-11, -37)         7
  (-11, -38)         7
  (-11, -39)         7
  (-11, -40)         8
  (-11, -41)         8
