## destroyable-1-1 (destroyable) along x
TRANSECT 25 stations from (-13, 43) to (11, 43), every 1
  station        ground  surface  water  top  standing            step
  (  -13,    43)      15       15           15                      
  (  -12,    43)      14       14           14                      -1
  (  -11,    43)      14       14           14                      
  (  -10,    43)      14       14           14                      
  (   -9,    43)      14       14           14                      
  (   -8,    43)      14       14           14                      
  (   -7,    43)      14       14           14                      
  (   -6,    43)      14       14           14                      
  (   -5,    43)      14       14           14                      
  (   -4,    43)      14       14           14                      
  (   -3,    43)      14       14           14  destroyable destroyable-1#1  
  (   -2,    43)      14       14           56  destroyable destroyable-1#1  
  (   -1,    43)      14       14           57  destroyable destroyable-1#1  
  (    0,    43)      14       14           56  destroyable destroyable-1#1  
  (    1,    43)      14       14           14  destroyable destroyable-1#1  
  (    2,    43)      14       14           14                      
  (    3,    43)      14       14           14                      
  (    4,    43)      14       14           14                      
  (    5,    43)      14       14           14                      
  (    6,    43)      14       14           14                      
  (    7,    43)      14       14           14                      
  (    8,    43)      14       14           14                      
  (    9,    43)      14       14           14                      
  (   10,    43)      14       14           14                      
  (   11,    43)      15       15           15                      +1
rises 1, falls 1, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: destroyable destroyable-1#1 at (-3, 41)

## destroyable-1-1 (destroyable) along z
TRANSECT 25 stations from (-1, 31) to (-1, 55), every 1
  station        ground  surface  water  top  standing            step
  (   -1,    31)      11       11           11                      
  (   -1,    32)      11       11           11                      
  (   -1,    33)      11       11           11                      
  (   -1,    34)      11       11           11                      
  (   -1,    35)      12       12           12                      +1
  (   -1,    36)      12       12           12                      
  (   -1,    37)      13       13           13                      +1
  (   -1,    38)      13       13           13                      
  (   -1,    39)      13       13           13                      
  (   -1,    40)      13       13           13                      
  (   -1,    41)      14       14           14  destroyable destroyable-1#1  +1
  (   -1,    42)      14       14           56  destroyable destroyable-1#1  
  (   -1,    43)      14       14           57  destroyable destroyable-1#1  
  (   -1,    44)      14       14           56  destroyable destroyable-1#1  
  (   -1,    45)      14       14           14  destroyable destroyable-1#1  
  (   -1,    46)      14       14           14                      
  (   -1,    47)      14       14           14                      
  (   -1,    48)      14       14           14                      
  (   -1,    49)      14       14           14                      
  (   -1,    50)      14       14           14                      
  (   -1,    51)      15       15           15                      +1
  (   -1,    52)      15       15           15                      
  (   -1,    53)      15       15           15                      
  (   -1,    54)      15       15           15                      
  (   -1,    55)      15       15           15                      
rises 4, falls 0, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: destroyable destroyable-1#1 at (-3, 41)
