## causeway (made) along x
TRANSECT 29 stations from (-14, 0) to (14, 0), every 1
  station        ground  surface  water  top  standing            step
  (  -14,     0)      11       11           11                      
  (  -13,     0)      12       12           12                      +1
  (  -12,     0)      12       12           12                      
  (  -11,     0)      12       12           12                      
  (  -10,     0)      12       12           12                      
  (   -9,     0)      12       12           12                      
  (   -8,     0)      12       12           12                      
  (   -7,     0)      12       12           12                      
  (   -6,     0)      10       17           17  storey              BARRIER +5
  (   -5,     0)      10       16           16  storey              -1
  (   -4,     0)      10       16           16  storey              
  (   -3,     0)      10       16           46  storey              
  (   -2,     0)      10       16           46  storey              
  (   -1,     0)      10       16           45  storey              
  (    0,     0)      10       16           45  storey              
  (    1,     0)      10       16           46  storey              
  (    2,     0)      10       16           46  storey              
  (    3,     0)      10       16           16  storey              
  (    4,     0)      10       16           16  storey              
  (    5,     0)      10       17           17  storey              +1
  (    6,     0)      12       12           12                      DROP -5
  (    7,     0)      12       12           12                      
  (    8,     0)      12       12           12                      
  (    9,     0)      12       12           12                      
  (   10,     0)      12       12           12                      
  (   11,     0)      12       12           12                      
  (   12,     0)      12       12           12                      
  (   13,     0)      10       10           10                      -2
  (   14,     0)      11       11           11                      +1
rises 4, falls 3, worst step 5: 1 barrier, 0 scramble, 1 drop — BARRIER +5 at (-6, 0); DROP -5 at (6, 0) | walked end to end
beside: (none)

## causeway (made) along z
TRANSECT 37 stations from (0, -18) to (0, 18), every 1
  station        ground  surface  water  top  standing            step
  (    0,   -18)                                                    void
  (    0,   -17)                                                    void
  (    0,   -16)                                                    void
  (    0,   -15)                                                    void
  (    0,   -14)                                                    void
  (    0,   -13)                                                    void
  (    0,   -12)                                                    void
  (    0,   -11)                                                    void
  (    0,   -10)      10       16           16  storey              
  (    0,    -9)      10       16           16  storey              
  (    0,    -8)      10       16           16  storey              
  (    0,    -7)      10       16           16  storey              
  (    0,    -6)       9       16           16  storey              
  (    0,    -5)       9       16           16  storey              
  (    0,    -4)      10       16           16  storey              
  (    0,    -3)      10       16           46  storey              
  (    0,    -2)      10       16           46  storey              
  (    0,    -1)      10       16           45  storey              
  (    0,     0)      10       16           45  storey              
  (    0,     1)      10       16           46  storey              
  (    0,     2)      10       16           46  storey              
  (    0,     3)      10       16           16  storey              
  (    0,     4)      10       16           16  storey              
  (    0,     5)      10       16           16  storey              
  (    0,     6)      10       16           16  storey              
  (    0,     7)      10       16           16  storey              
  (    0,     8)      10       16           16  storey              
  (    0,     9)      10       16           16  storey              
  (    0,    10)                                                    void
  (    0,    11)                                                    void
  (    0,    12)                                                    void
  (    0,    13)                                                    void
  (    0,    14)                                                    void
  (    0,    15)                                                    void
  (    0,    16)                                                    void
  (    0,    17)                                                    void
  (    0,    18)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: (none)
