      |   -1         0         1   |
      | 32109876543210123456789012 |
  -28 | AAAAAAAAAAAAAAAAAAAAAAAAAA |
  -27 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -26 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -25 | AAAAAAAAAASS@SSAAAAAAAAAAA |
  -24 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -23 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -22 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -21 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -20 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -16 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -15 | BBBBBB!BBBBBBBBBBBBBBBBBBB |
  -14 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -13 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -12 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -11 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -10 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -9 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -8 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -7 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -6 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -5 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -4 | DDDDDDDDDEEEEEEEEFFFFFFFFF |
   -3 | DDDDDDDDDEEEEEEEEFFFFFFFFF |
   -2 | DDDDDDDDDEEEEEEEEFFFFFFFFF |
   -1 | DDDDDDDDDEEEEEEEEFFFFFFFFF |
    0 | FFFFFFFFFEEEEEEEEDDDDDDDDD |
    1 | FFFFFFFFFEEEEEEEEDDDDDDDDD |
    2 | FFFFFFFFFEEEEEEEEDDDDDDDDD |
    3 | FFFFFFFFFEEEEEEEEDDDDDDDDD |
    4 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    5 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    6 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    7 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    8 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    9 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   10 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   11 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   12 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   13 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   14 | BBBBBBBBBBBBBBBBBBB!BBBBBB |
   15 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   16 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   20 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   21 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   22 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   23 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   24 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   25 | AAAAAAAAAAASS@SSAAAAAAAAAA |
   26 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   27 | AAAAAAAAAAAAAAAAAAAAAAAAAA |
      26 × 56 cells drawn  ·  26 × 56 cells = 104 × 224 blocks  ·  cell 4
      ! destroyable   @ spawn   A head (piece)   B carr (piece)   C haugh (piece)   
      D braid-w (piece)   E braid-c (piece)   F braid-e (piece)   S camp (spawn)   
