## spawn-blue (spawn) along x
TRANSECT 37 stations from (-16, 100) to (20, 100), every 1
  station        ground  surface  water  top  standing            step
  (  -16,   100)      28       28           28                      
  (  -15,   100)      28       28           28                      
  (  -14,   100)      28       28           28                      
  (  -13,   100)      28       28           28                      
  (  -12,   100)      28       28           28                      
  (  -11,   100)      28       28           28                      
  (  -10,   100)      28       28           28                      
  (   -9,   100)      28       28           28                      
  (   -8,   100)      28       28           28                      
  (   -7,   100)      28       28           42                      
  (   -6,   100)      28       28           42  spawn spawn-1#1     
  (   -5,   100)      28       28           42  spawn spawn-1#1     
  (   -4,   100)      28       28           42  spawn spawn-1#1     
  (   -3,   100)      28       28           42  spawn spawn-1#1     
  (   -2,   100)      28       28           42  spawn spawn-1#1     
  (   -1,   100)      28       28           42  spawn spawn-1#1     
  (    0,   100)      28       28           42  spawn spawn-1#1     
  (    1,   100)      28       28           42  spawn spawn-1#1     
  (    2,   100)      28       28           42  spawn spawn-1#1     
  (    3,   100)      28       28           42  spawn spawn-1#1     
  (    4,   100)      28       28           42  spawn spawn-1#1     
  (    5,   100)      28       28           42  spawn spawn-1#1     
  (    6,   100)      28       28           42  spawn spawn-1#1     
  (    7,   100)      28       28           42  spawn spawn-1#1     
  (    8,   100)      28       28           42  spawn spawn-1#1     
  (    9,   100)      28       28           42  spawn spawn-1#1     
  (   10,   100)      28       28           42                      
  (   11,   100)      28       28           28                      
  (   12,   100)      28       28           28                      
  (   13,   100)      28       28           28                      
  (   14,   100)      28       28           28                      
  (   15,   100)      28       28           28                      
  (   16,   100)      28       28           28                      
  (   17,   100)      28       28           28                      
  (   18,   100)      28       28           28                      
  (   19,   100)      28       28           28                      
  (   20,   100)      28       28           28                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: spawn spawn-1#1 at (-6, 98)

## spawn-blue (spawn) along z
TRANSECT 27 stations from (2, 84) to (2, 110), every 1
  station        ground  surface  water  top  standing            step
  (    2,    84)      35       35           35                      
  (    2,    85)      35       35           35                      
  (    2,    86)      35       35           35                      
  (    2,    87)      28       28           28                      DROP -7
  (    2,    88)      27       27           27                      -1
  (    2,    89)      27       27           27                      
  (    2,    90)      28       28           28                      +1
  (    2,    91)      28       28           28                      
  (    2,    92)      28       28           28                      
  (    2,    93)      28       28           39                      
  (    2,    94)      28       28           39  spawn spawn-1#1     
  (    2,    95)      28       28           40  spawn spawn-1#1     
  (    2,    96)      28       28           40  spawn spawn-1#1     
  (    2,    97)      28       28           41  spawn spawn-1#1     
  (    2,    98)      28       28           41  spawn spawn-1#1     
  (    2,    99)      28       28           42  spawn spawn-1#1     
  (    2,   100)      28       28           42  spawn spawn-1#1     
  (    2,   101)      28       28           41  spawn spawn-1#1     
  (    2,   102)      28       28           41  spawn spawn-1#1     
  (    2,   103)      28       28           40  spawn spawn-1#1     
  (    2,   104)      28       28           40  spawn spawn-1#1     
  (    2,   105)      28       28           39  spawn spawn-1#1     
  (    2,   106)      28       28           39                      
  (    2,   107)      28       28           28                      
  (    2,   108)      28       28           28                      
  (    2,   109)      28       28           28                      
  (    2,   110)      28       28           28                      
rises 1, falls 2, worst step 7: 0 barrier, 0 scramble, 1 drop — DROP -7 at (2, 87) | walked end to end
beside: spawn spawn-1#1 at (0, 94)
