## core-1-1 (core) along x
TRANSECT 25 stations from (9, 26) to (33, 26), every 1
  station        ground  surface  water  top  standing            step
  (    9,    26)      12       12           12                      
  (   10,    26)      12       12           12                      
  (   11,    26)      12       12           12                      
  (   12,    26)      12       12           12                      
  (   13,    26)      12       12           12                      
  (   14,    26)      12       12           12                      
  (   15,    26)      12       12           12                      
  (   16,    26)      12       12           12                      
  (   17,    26)      13       13           13                      +1
  (   18,    26)      13       13           13                      
  (   19,    26)      15       15           28  core core-1#1       scramble +2
  (   20,    26)      17       17     27    60  core core-1#1       scramble +2
  (   21,    26)      17       17     27    61  core core-1#1       
  (   22,    26)      17       17     27    60  core core-1#1       
  (   23,    26)      15       15           28  core core-1#1       -2
  (   24,    26)      13       13           13                      -2
  (   25,    26)      13       13           13                      
  (   26,    26)      12       12           12                      -1
  (   27,    26)      12       12           12                      
  (   28,    26)      12       12           12                      
  (   29,    26)      12       12           12                      
  (   30,    26)      12       12           12                      
  (   31,    26)      12       12           12                      
  (   32,    26)      12       12           12                      
  (   33,    26)      12       12           12                      
rises 3, falls 3, worst step 2: 0 barrier, 2 scramble, 0 drop — scramble +2 at (19, 26); scramble +2 at (20, 26) | walked end to end
beside: core core-1#1 at (19, 24)

## core-1-1 (core) along z
TRANSECT 25 stations from (21, 14) to (21, 38), every 1
  station        ground  surface  water  top  standing            step
  (   21,    14)                                                    void
  (   21,    15)                                                    void
  (   21,    16)                                                    void
  (   21,    17)                                                    void
  (   21,    18)                                                    void
  (   21,    19)                                                    void
  (   21,    20)      12       12           12                      
  (   21,    21)      12       12           12                      
  (   21,    22)      13       13           13                      +1
  (   21,    23)      13       13           13                      
  (   21,    24)      15       15           28  core core-1#1       scramble +2
  (   21,    25)      17       17     27    60  core core-1#1       scramble +2
  (   21,    26)      17       17     27    61  core core-1#1       
  (   21,    27)      17       17     27    60  core core-1#1       
  (   21,    28)      15       15           28  core core-1#1       -2
  (   21,    29)      13       13           13                      -2
  (   21,    30)      13       13           13                      
  (   21,    31)      12       12           12                      -1
  (   21,    32)      12       12           12                      
  (   21,    33)      12       12           12                      
  (   21,    34)      12       12           12                      
  (   21,    35)      12       12           12                      
  (   21,    36)      12       12           12                      
  (   21,    37)      12       12           12                      
  (   21,    38)      12       12           12                      
rises 3, falls 3, worst step 2: 0 barrier, 2 scramble, 0 drop — scramble +2 at (21, 24); scramble +2 at (21, 25) | walked end to end
beside: core core-1#1 at (19, 24)
