## spawn-red (spawn) along x
TRANSECT 37 stations from (-38, -68) to (-2, -68), every 1
  station        ground  surface  water  top  standing            step
  (  -38,   -68)      22       22           22                      
  (  -37,   -68)      22       22           22                      
  (  -36,   -68)      22       22           22                      
  (  -35,   -68)      22       22           22                      
  (  -34,   -68)      22       22           22                      
  (  -33,   -68)      22       22           22                      
  (  -32,   -68)      22       22           22                      
  (  -31,   -68)      22       22           22                      
  (  -30,   -68)      22       22           22                      
  (  -29,   -68)      22       22           22                      
  (  -28,   -68)      22       22           22                      
  (  -27,   -68)      22       22           22                      
  (  -26,   -68)      22       22           34                      
  (  -25,   -68)      22       22           34  spawn spawn-1       
  (  -24,   -68)      22       22           34  spawn spawn-1       
  (  -23,   -68)      22       22           34  spawn spawn-1       
  (  -22,   -68)      22       22           34  spawn spawn-1       
  (  -21,   -68)      22       22           34  spawn spawn-1       
  (  -20,   -68)      22       22           34  spawn spawn-1       
  (  -19,   -68)      22       22           34  spawn spawn-1       
  (  -18,   -68)      22       22           34  spawn spawn-1       
  (  -17,   -68)      22       22           34  spawn spawn-1       
  (  -16,   -68)      22       22           34  spawn spawn-1       
  (  -15,   -68)      22       22           34                      
  (  -14,   -68)      22       22           22                      
  (  -13,   -68)      22       22           22                      
  (  -12,   -68)      22       22           22                      
  (  -11,   -68)      22       22           22                      
  (  -10,   -68)      22       22           22                      
  (   -9,   -68)      22       22           22                      
  (   -8,   -68)      22       22           22                      
  (   -7,   -68)      22       22           22                      
  (   -6,   -68)      22       22           22                      
  (   -5,   -68)      22       22           22                      
  (   -4,   -68)      22       22           22                      
  (   -3,   -68)      22       22           22                      
  (   -2,   -68)      22       22           22                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: spawn spawn-1 at (-25, -70)

## spawn-red (spawn) along z
TRANSECT 24 stations from (-20, -75) to (-20, -52), every 1
  station        ground  surface  water  top  standing            step
  (  -20,   -75)      22       22           22                      
  (  -20,   -74)      22       22           22                      
  (  -20,   -73)      22       22           29                      
  (  -20,   -72)      22       22           30  spawn spawn-1       
  (  -20,   -71)      22       22           31  spawn spawn-1       
  (  -20,   -70)      22       22           32  spawn spawn-1       
  (  -20,   -69)      22       22           33  spawn spawn-1       
  (  -20,   -68)      22       22           34  spawn spawn-1       
  (  -20,   -67)      22       22           33  spawn spawn-1       
  (  -20,   -66)      22       22           32  spawn spawn-1       
  (  -20,   -65)      22       22           31  spawn spawn-1       
  (  -20,   -64)      22       22           30  spawn spawn-1       
  (  -20,   -63)      22       22           29  stroke road         
  (  -20,   -62)      22       22           22  stroke road         
  (  -20,   -61)      22       22           22  stroke road         
  (  -20,   -60)      22       22           22                      
  (  -20,   -59)      22       22           22                      
  (  -20,   -58)      22       22           22                      
  (  -20,   -57)      22       22           22                      
  (  -20,   -56)      22       22           22                      
  (  -20,   -55)      22       22           22                      
  (  -20,   -54)      22       22           22                      
  (  -20,   -53)      22       22           22                      
  (  -20,   -52)      22       22           22                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: spawn spawn-1 at (-22, -72), stroke road at (-21, -63)
