## spawn-blue (spawn) along x
TRANSECT 37 stations from (-16, -90) to (20, -90), every 1
  station        ground  surface  water  top  standing            step
  (  -16,   -90)      22       22           22                      
  (  -15,   -90)      22       22           22                      
  (  -14,   -90)      22       22           22  stroke way-east#1   
  (  -13,   -90)      22       22           22  stroke way-east#1   
  (  -12,   -90)      22       22           22  stroke way-east#1   
  (  -11,   -90)      22       22           22  stroke way-east#1   
  (  -10,   -90)      22       22           22  stroke way-east#1   
  (   -9,   -90)      22       22           22  stroke way-east#1   
  (   -8,   -90)      22       22           22  stroke way-east#1   
  (   -7,   -90)      22       22           22  stroke way-east#1   
  (   -6,   -90)      22       22           22                      
  (   -5,   -90)      22       22           29                      
  (   -4,   -90)      22       22           30  spawn spawn-howe#1  
  (   -3,   -90)      22       22           31  spawn spawn-howe#1  
  (   -2,   -90)      22       22           32  spawn spawn-howe#1  
  (   -1,   -90)      22       22           32  spawn spawn-howe#1  
  (    0,   -90)      22       22           32  spawn spawn-howe#1  
  (    1,   -90)      22       22           32  spawn spawn-howe#1  
  (    2,   -90)      22       22           32  spawn spawn-howe#1  
  (    3,   -90)      22       22           32  spawn spawn-howe#1  
  (    4,   -90)      22       22           32  spawn spawn-howe#1  
  (    5,   -90)      22       22           32  spawn spawn-howe#1  
  (    6,   -90)      22       22           31  spawn spawn-howe#1  
  (    7,   -90)      22       22           30  spawn spawn-howe#1  
  (    8,   -90)      22       22           29                      
  (    9,   -90)      22       22           22                      
  (   10,   -90)      22       22           22  stroke way-west#1   
  (   11,   -90)      22       22           22  stroke way-west#1   
  (   12,   -90)      22       22           22  stroke way-west#1   
  (   13,   -90)      22       22           22  stroke way-west#1   
  (   14,   -90)      22       22           22  stroke way-west#1   
  (   15,   -90)      22       22           22  stroke way-west#1   
  (   16,   -90)      22       22           22  stroke way-west#1   
  (   17,   -90)      22       22           22                      
  (   18,   -90)      22       22           22                      
  (   19,   -90)      22       22           22                      
  (   20,   -90)      22       22           22                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: stroke way-east#1 at (-18, -92), spawn spawn-howe#1 at (-4, -92), stroke way-west#1 at (10, -91)

## spawn-blue (spawn) along z
TRANSECT 34 stations from (2, -105) to (2, -72), every 1
  station        ground  surface  water  top  standing            step
  (    2,  -105)                                                    void
  (    2,  -104)                                                    void
  (    2,  -103)                                                    void
  (    2,  -102)                                                    void
  (    2,  -101)                                                    void
  (    2,  -100)      22       22           29                      
  (    2,   -99)      22       22           30  spawn spawn-howe#1  
  (    2,   -98)      22       22           31  spawn spawn-howe#1  
  (    2,   -97)      22       22           32  spawn spawn-howe#1  
  (    2,   -96)      22       22           33  spawn spawn-howe#1  
  (    2,   -95)      22       22           34  spawn spawn-howe#1  
  (    2,   -94)      22       22           35  spawn spawn-howe#1  
  (    2,   -93)      22       22           35  spawn spawn-howe#1  
  (    2,   -92)      22       22           34  spawn spawn-howe#1  
  (    2,   -91)      22       22           33  spawn spawn-howe#1  
  (    2,   -90)      22       22           32  spawn spawn-howe#1  
  (    2,   -89)      22       22           31  spawn spawn-howe#1  
  (    2,   -88)      22       22           30  spawn spawn-howe#1  
  (    2,   -87)      22       22           29                      
  (    2,   -86)      22       22           22                      
  (    2,   -85)      22       22           25  ironcube spawn-howe:0#1  
  (    2,   -84)      22       22           25  ironcube spawn-howe:0#1  
  (    2,   -83)      22       22           25  ironcube spawn-howe:0#1  
  (    2,   -82)      22       22           22                      
  (    2,   -81)      22       22           22                      
  (    2,   -80)                                                    void
  (    2,   -79)                                                    void
  (    2,   -78)                                                    void
  (    2,   -77)                                                    void
  (    2,   -76)                                                    void
  (    2,   -75)                                                    void
  (    2,   -74)                                                    void
  (    2,   -73)                                                    void
  (    2,   -72)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: spawn spawn-howe#1 at (0, -99), ironcube spawn-howe:0#1 at (1, -85)
