## spawn-blue (spawn) along x
TRANSECT 37 stations from (-12, -94) to (24, -94), every 1
  station        ground  surface  water  top  standing            step
  (  -12,   -94)      29       29           29                      
  (  -11,   -94)      29       29           29                      
  (  -10,   -94)      29       29           29                      
  (   -9,   -94)      29       29           29                      
  (   -8,   -94)      29       29           29                      
  (   -7,   -94)      29       29           29                      
  (   -6,   -94)      29       29           29                      
  (   -5,   -94)      29       29           29                      
  (   -4,   -94)      27       27           27                      -2
  (   -3,   -94)      27       27           34                      
  (   -2,   -94)      27       27           35  spawn spawn-lodge#1  
  (   -1,   -94)      27       27           36  spawn spawn-lodge#1  
  (    0,   -94)      27       27           37  spawn spawn-lodge#1  
  (    1,   -94)      27       27           38  spawn spawn-lodge#1  
  (    2,   -94)      27       27           39  spawn spawn-lodge#1  
  (    3,   -94)      27       27           40  spawn spawn-lodge#1  
  (    4,   -94)      27       27           40  spawn spawn-lodge#1  
  (    5,   -94)      27       27           39  spawn spawn-lodge#1  
  (    6,   -94)      27       27           38  spawn spawn-lodge#1  
  (    7,   -94)      27       27           37  spawn spawn-lodge#1  
  (    8,   -94)      27       27           36  spawn spawn-lodge#1  
  (    9,   -94)      27       27           35  spawn spawn-lodge#1  
  (   10,   -94)      27       27           34                      
  (   11,   -94)      27       27           27                      
  (   12,   -94)      27       27           30  ironcube spawn-lodge:0#1  
  (   13,   -94)      27       27           30  ironcube spawn-lodge:0#1  
  (   14,   -94)      27       27           30  ironcube spawn-lodge:0#1  
  (   15,   -94)      27       27           27                      
  (   16,   -94)      29       29           29                      scramble +2
  (   17,   -94)      29       29           29                      
  (   18,   -94)      29       29           29                      
  (   19,   -94)      29       29           29                      
  (   20,   -94)      29       29           29                      
  (   21,   -94)      29       29           29                      
  (   22,   -94)      29       29           29                      
  (   23,   -94)      29       29           29                      
  (   24,   -94)                                                    void
rises 1, falls 1, worst step 2: 0 barrier, 1 scramble, 0 drop — scramble +2 at (16, -94) | walked end to end
beside: house lodge-byre#1 at (-14, -95), spawn spawn-lodge#1 at (-2, -96), ironcube spawn-lodge:0#1 at (12, -96)

## spawn-blue (spawn) along z
TRANSECT 29 stations from (6, -104) to (6, -76), every 1
  station        ground  surface  water  top  standing            step
  (    6,  -104)      27       27           27                      
  (    6,  -103)      27       27           27                      
  (    6,  -102)      27       27           27                      
  (    6,  -101)      27       27           34                      
  (    6,  -100)      27       27           35  spawn spawn-lodge#1  
  (    6,   -99)      27       27           36  spawn spawn-lodge#1  
  (    6,   -98)      27       27           37  spawn spawn-lodge#1  
  (    6,   -97)      27       27           38  spawn spawn-lodge#1  
  (    6,   -96)      27       27           38  spawn spawn-lodge#1  
  (    6,   -95)      27       27           38  spawn spawn-lodge#1  
  (    6,   -94)      27       27           38  spawn spawn-lodge#1  
  (    6,   -93)      27       27           38  spawn spawn-lodge#1  
  (    6,   -92)      27       27           38  spawn spawn-lodge#1  
  (    6,   -91)      27       27           37  spawn spawn-lodge#1  
  (    6,   -90)      27       27           36  spawn spawn-lodge#1  
  (    6,   -89)      27       27           35  spawn spawn-lodge#1  
  (    6,   -88)      27       27           34                      
  (    6,   -87)      27       27           27                      
  (    6,   -86)      27       27           27                      
  (    6,   -85)      27       27           27                      
  (    6,   -84)      27       27           27                      
  (    6,   -83)      26       26           26                      -1
  (    6,   -82)      26       26           26                      
  (    6,   -81)      26       26           26                      
  (    6,   -80)      25       25           25                      -1
  (    6,   -79)      25       25           25                      
  (    6,   -78)      25       25           25                      
  (    6,   -77)      25       25           31  tree pine-1#1       
  (    6,   -76)      25       25           31  tree pine-1#1       
rises 0, falls 2, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: spawn spawn-lodge#1 at (4, -100), stroke fell-track#1 at (4, -81), tree pine-1#1 at (8, -79)
