## b1 (boulder) along x
TRANSECT 21 stations from (21, -74) to (41, -74), every 1
  station        ground  surface  water  top  standing            step
  (   21,   -74)      26       26           26                      
  (   22,   -74)      24       24           24                      -2
  (   23,   -74)      23       23           23                      -1
  (   24,   -74)      21       21           21                      -2
  (   25,   -74)      20       20           20                      -1
  (   26,   -74)      20       20           20                      
  (   27,   -74)      20       20           20                      
  (   28,   -74)      20       20           20                      
  (   29,   -74)      20       20           20                      
  (   30,   -74)      20       20           20                      
  (   31,   -74)      20       20           23  boulder b1          
  (   32,   -74)      20       20           24  boulder b1          
  (   33,   -74)      20       20           24  boulder b1          
  (   34,   -74)      20       20           24  boulder b1          
  (   35,   -74)      20       20           23  boulder b1          
  (   36,   -74)      20       20           20                      
  (   37,   -74)      20       20           20                      
  (   38,   -74)      20       20           20                      
  (   39,   -74)      20       20           20                      
  (   40,   -74)      20       20           20                      
  (   41,   -74)      20       20           20                      
rises 0, falls 4, worst step 2: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder b1 at (31, -75)

## b1 (boulder) along z
TRANSECT 25 stations from (33, -86) to (33, -62), every 1
  station        ground  surface  water  top  standing            step
  (   33,   -86)      20       20           20                      
  (   33,   -85)      20       20           20                      
  (   33,   -84)      20       20           20                      
  (   33,   -83)      20       20           20                      
  (   33,   -82)      20       20           20                      
  (   33,   -81)      20       20           20                      
  (   33,   -80)      20       20           20                      
  (   33,   -79)      20       20           20                      
  (   33,   -78)      20       20           20                      
  (   33,   -77)      20       20           20                      
  (   33,   -76)      20       20           23  boulder b1          
  (   33,   -75)      20       20           24  boulder b1          
  (   33,   -74)      20       20           24  boulder b1          
  (   33,   -73)      20       20           24  boulder b1          
  (   33,   -72)      20       20           23  boulder b1          
  (   33,   -71)      20       20           20                      
  (   33,   -70)      20       20           20                      
  (   33,   -69)      20       20           20                      
  (   33,   -68)      20       20           20                      
  (   33,   -67)      20       20           20                      
  (   33,   -66)      20       20           20                      
  (   33,   -65)      20       20           20                      
  (   33,   -64)      20       20           20                      
  (   33,   -63)      20       20           20                      
  (   33,   -62)      20       20           20                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder b1 at (32, -76)
