      |   -1         0         1   |
      | 32109876543210123456789012 |
  -26 | AAAAAAAAAAAAAAAAAAAAAAAAAA |
  -25 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -24 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -23 | AAAAAAAAAASS@SSAAAAAAAAAAA |
  -22 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -21 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -20 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -17 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -16 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -15 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -14 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -13 | DDDDDDDODDDDDDDDDDDDDDDDDD |
  -12 | DDDDDDDDDDDDDDDDDDDDDDDDDD |
  -11 | DDDDDDDDDDDDDDDDDDDDDDDDDD |
  -10 | DDDDDDDDDDDDDDDDDDDDDDDDDD |
   -9 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
   -8 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
   -7 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
   -6 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
   -5 | GGGGGFFFFFFFFFFFFFFFFHHHHH |
   -4 | GGGGGFFFFFFFFFFFFFFFFHHHHH |
   -3 | GGGGGFFFFFFFFFFFFFFFFHHHHH |
   -2 | GGGGGFFFFFFFFFFFFFFFFHHHHH |
   -1 | GGGGGFFFFFFFFFFFFFFFFHHHHH |
    0 | HHHHHFFFFFFFFFFFFFFFFGGGGG |
    1 | HHHHHFFFFFFFFFFFFFFFFGGGGG |
    2 | HHHHHFFFFFFFFFFFFFFFFGGGGG |
    3 | HHHHHFFFFFFFFFFFFFFFFGGGGG |
    4 | HHHHHFFFFFFFFFFFFFFFFGGGGG |
    5 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
    6 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
    7 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
    8 | EEEEEEEEEEEEEEEEEEEEEEEEEE |
    9 | DDDDDDDDDDDDDDDDDDDDDDDDDD |
   10 | DDDDDDDDDDDDDDDDDDDDDDDDDD |
   11 | DDDDDDDDDDDDDDDDDDDDDDDDDD |
   12 | DDDDDDDDDDDDDDDDDDDODDDDDD |
   13 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   14 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   15 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   16 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   20 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   21 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   22 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   23 | AAAAAAAAAAASS@SSAAAAAAAAAA |
   24 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   25 | AAAAAAAAAAAAAAAAAAAAAAAAAA |
      26 × 52 cells drawn  ·  26 × 52 cells = 104 × 208 blocks  ·  cell 4
      @ spawn   A brow (piece)   B lynch4 (piece)   C lynch3 (piece)   D lynch2 (piece)   
      E lynch1 (piece)   F holm (piece)   G ing-w (piece)   H ing-e (piece)   O core   
      S camp (spawn)   
