## cars (made) along x
TRANSECT 64 stations from (-32, -51) to (31, -51), every 1
  station        ground  surface  water  top  standing            step
  (  -32,   -51)      24       24           24                      
  (  -31,   -51)      24       24           24                      
  (  -30,   -51)      24       24           24                      
  (  -29,   -51)      24       24           24                      
  (  -28,   -51)      24       24           24                      
  (  -27,   -51)      24       24           24                      
  (  -26,   -51)      24       24           24                      
  (  -25,   -51)      20       20           20                      DROP -4
  (  -24,   -51)      20       24           24  storey              BARRIER +4
  (  -23,   -51)      20       24           24  storey              
  (  -22,   -51)      20       24           24  storey              
  (  -21,   -51)      20       20           20                      DROP -4
  (  -20,   -51)      20       20           20                      
  (  -19,   -51)      20       20           20                      
  (  -18,   -51)      20       20           20                      
  (  -17,   -51)      20       20           20  destroyable destroyable-1  
  (  -16,   -51)      20       20           62  destroyable destroyable-1  
  (  -15,   -51)      20       20           63  destroyable destroyable-1  
  (  -14,   -51)      20       20           62  destroyable destroyable-1  
  (  -13,   -51)      20       20           20  destroyable destroyable-1  
  (  -12,   -51)      20       20           20                      
  (  -11,   -51)      20       20           20                      
  (  -10,   -51)      20       20           20                      
  (   -9,   -51)      20       20           20                      
  (   -8,   -51)      20       24           24  storey              BARRIER +4
  (   -7,   -51)      20       24           24  storey              
  (   -6,   -51)      20       24           24  storey              
  (   -5,   -51)      20       20           20                      DROP -4
  (   -4,   -51)      20       20           20                      
  (   -3,   -51)      20       20           20                      
  (   -2,   -51)      20       20           20                      
  (   -1,   -51)      20       20           20                      
  (    0,   -51)      20       20           20                      
  (    1,   -51)      20       20           20                      
  (    2,   -51)      20       20           20                      
  (    3,   -51)      20       20           20                      
  (    4,   -51)      20       20           20                      
  (    5,   -51)      20       20           20                      
  (    6,   -51)      20       20           20                      
  (    7,   -51)      20       20           20                      
  (    8,   -51)      20       24           24  storey              BARRIER +4
  (    9,   -51)      20       24           24  storey              
  (   10,   -51)      20       24           24  storey              
  (   11,   -51)      20       20           20                      DROP -4
  (   12,   -51)      20       20           20                      
  (   13,   -51)      20       20           20                      
  (   14,   -51)      20       20           20                      
  (   15,   -51)      20       20           20                      
  (   16,   -51)      20       24           24  storey              BARRIER +4
  (   17,   -51)      20       24           24  storey              
  (   18,   -51)      20       24           24  storey              
  (   19,   -51)      20       20           20                      DROP -4
  (   20,   -51)      20       20           20                      
  (   21,   -51)      20       20           20                      
  (   22,   -51)      20       20           20                      
  (   23,   -51)      20       20           20                      
  (   24,   -51)      20       20           20                      
  (   25,   -51)      24       24           24                      BARRIER +4
  (   26,   -51)      24       24           24                      
  (   27,   -51)      24       24           24                      
  (   28,   -51)      24       24           24                      
  (   29,   -51)      24       24           24                      
  (   30,   -51)      24       24           24                      
  (   31,   -51)      24       24           24                      
rises 5, falls 5, worst step 4: 5 barrier, 0 scramble, 5 drop — DROP -4 at (-25, -51); BARRIER +4 at (-24, -51); DROP -4 at (-21, -51); BARRIER +4 at (-8, -51); DROP -4 at (-5, -51); BARRIER +4 at (8, -51); DROP -4 at (11, -51); BARRIER +4 at (16, -51); DROP -4 at (19, -51); BARRIER +4 at (25, -51) | walked end to end
beside: flora fl-garden-w at (-34, -52), house hs-w2 at (-34, -50), destroyable destroyable-1 at (-17, -53), house hs-e2 at (27, -50)

## cars (made) along z
TRANSECT 44 stations from (-1, -72) to (-1, -29), every 1
  station        ground  surface  water  top  standing            step
  (   -1,   -72)      20       20           20                      
  (   -1,   -71)      20       20           20                      
  (   -1,   -70)      20       20           20                      
  (   -1,   -69)      20       20           20                      
  (   -1,   -68)      20       20           20                      
  (   -1,   -67)      20       20           20                      
  (   -1,   -66)      20       20           20                      
  (   -1,   -65)      20       20           20                      
  (   -1,   -64)      20       20           20                      
  (   -1,   -63)      20       20           20                      
  (   -1,   -62)      20       20           20                      
  (   -1,   -61)      20       20           20                      
  (   -1,   -60)      20       20           20                      
  (   -1,   -59)      20       20           20                      
  (   -1,   -58)      20       20           20                      
  (   -1,   -57)      20       20           20                      
  (   -1,   -56)      20       20           20                      
  (   -1,   -55)      20       20           20                      
  (   -1,   -54)      20       20           20                      
  (   -1,   -53)      20       20           20                      
  (   -1,   -52)      20       20           20                      
  (   -1,   -51)      20       20           20                      
  (   -1,   -50)      20       20           20                      
  (   -1,   -49)      20       20           20                      
  (   -1,   -48)      20       20           20                      
  (   -1,   -47)      20       20           20                      
  (   -1,   -46)      20       20           20                      
  (   -1,   -45)      20       20           20                      
  (   -1,   -44)      20       20           20                      
  (   -1,   -43)      20       20           20                      
  (   -1,   -42)      20       20           20                      
  (   -1,   -41)      20       20           20                      
  (   -1,   -40)      20       20           20                      
  (   -1,   -39)      20       20           20                      
  (   -1,   -38)      20       20           20                      
  (   -1,   -37)      20       20           20                      
  (   -1,   -36)      20       20           20                      
  (   -1,   -35)       9        9            9                      DROP -11
  (   -1,   -34)       9        9            9                      
  (   -1,   -33)      10       10           10                      +1
  (   -1,   -32)      10       10           10                      
  (   -1,   -31)      11       11           11                      +1
  (   -1,   -30)      11       11           11                      
  (   -1,   -29)      11       11           11                      
rises 2, falls 1, worst step 11: 0 barrier, 0 scramble, 1 drop — DROP -11 at (-1, -35) | walked end to end
beside: (none)
