## light_blue-1 (wool) along x
TRANSECT 21 stations from (-60, 62) to (-40, 62), every 1
  station        ground  surface  water  top  standing            step
  (  -60,    62)      20       20           20                      
  (  -59,    62)      20       20           28                      
  (  -58,    62)      20       20           28  wool wool-e#1       
  (  -57,    62)      20       20           28  wool wool-e#1       
  (  -56,    62)      20       20           28  wool wool-e#1       
  (  -55,    62)      20       20           28  wool wool-e#1       
  (  -54,    62)      20       20           28  wool wool-e#1       
  (  -53,    62)      20       20           58  wool wool-e#1       
  (  -52,    62)      20       20           58  wool wool-e#1       
  (  -51,    62)      20       20           58  wool wool-e#1       
  (  -50,    62)      20       20           28  wool wool-e#1       
  (  -49,    62)      20       20           28  wool wool-e#1       
  (  -48,    62)      20       20           28  wool wool-e#1       
  (  -47,    62)      20       20           28                      
  (  -46,    62)      20       20           21  redstoneline 1#1    
  (  -45,    62)      20       20           20                      
  (  -44,    62)      20       20           20                      
  (  -43,    62)      20       20           20  stroke walk-e#1     
  (  -42,    62)      20       20           20  stroke walk-e#1     
  (  -41,    62)      20       20           20  stroke walk-e#1     
  (  -40,    62)      20       20           20  stroke walk-e#1     
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-e#1 at (-58, 60), redstoneline 1#1 at (-46, 60), stroke walk-e#1 at (-43, 60)

## light_blue-1 (wool) along z
TRANSECT 25 stations from (-52, 50) to (-52, 74), every 1
  station        ground  surface  water  top  standing            step
  (  -52,    50)      20       20           20                      
  (  -52,    51)      20       20           20                      
  (  -52,    52)      20       20           20                      
  (  -52,    53)      20       20           28                      
  (  -52,    54)      20       20           28  wool wool-e#1       
  (  -52,    55)      20       20           28  wool wool-e#1       
  (  -52,    56)      20       20           28  wool wool-e#1       
  (  -52,    57)      20       20           28  wool wool-e#1       
  (  -52,    58)      20       20           28  wool wool-e#1       
  (  -52,    59)      20       20           28  wool wool-e#1       
  (  -52,    60)      20       20           28  wool wool-e#1       
  (  -52,    61)      20       20           58  wool wool-e#1       
  (  -52,    62)      20       20           58  wool wool-e#1       
  (  -52,    63)      20       20           58  wool wool-e#1       
  (  -52,    64)      20       20           28  wool wool-e#1       
  (  -52,    65)      20       20           28  wool wool-e#1       
  (  -52,    66)      20       20           28  wool wool-e#1       
  (  -52,    67)      20       20           28  wool wool-e#1       
  (  -52,    68)      20       20           28  wool wool-e#1       
  (  -52,    69)      20       20           28  wool wool-e#1       
  (  -52,    70)      20       20           28  wool wool-e#1       
  (  -52,    71)      20       20           28                      
  (  -52,    72)      20       20           20                      
  (  -52,    73)      20       20           20                      
  (  -52,    74)      20       20           20                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-e#1 at (-54, 54)
