## spawn-red -> red-0
ROUTE (7, 90) -> (-45, 87) aim travel: 53 blocks, 2 placed, 0 drop(s), worst drop 0
  place            y   step
  (7, 90)           16
  (6, 90)           16
  (5, 90)           16
  (4, 90)           16
  (3, 90)           16
  (2, 90)           16
  (1, 89)           16
  (0, 89)           16
  (-1, 89)          16
  (-2, 89)          19   barrier +3
  (-3, 89)          19
  (-4, 89)          19
  (-5, 89)          16
  (-6, 89)          16
  (-7, 89)          16
  (-8, 89)          16
  (-9, 89)          16
  (-10, 89)         16
  (-11, 89)         16
  (-12, 89)         16
  (-13, 89)         16
  (-14, 89)         16
  (-15, 89)         16
  (-16, 89)         16
  (-17, 89)         16
  (-18, 89)         16
  (-19, 89)         16
  (-20, 89)         16
  (-21, 89)         16
  (-22, 89)         16
  (-23, 89)         16
  (-24, 89)         16
  (-25, 89)         16
  (-26, 89)         16
  (-27, 89)         16
  (-28, 89)         16
  (-29, 89)         16
  (-30, 89)         16
  (-31, 89)         17
  (-32, 89)         16
  (-33, 89)         16
  (-34, 88)         16
  (-35, 88)         16
  (-36, 88)         16
  (-37, 88)         16
  (-38, 88)         16
  (-39, 88)         16
  (-40, 88)         16
  (-41, 88)         16
  (-42, 88)         16
  (-43, 88)         16
  (-44, 88)         16
  (-45, 87)         16
rises 1, falls 0, worst step 3: barrier +3 at (-2, 89)
beside: ironcube spawn-1:0 at (-4, 89) d0, spawn spawn-1 at (1, 89) d0, wool wool-1 at (-45, 87) d0

## spawn-red -> orange-0
ROUTE (7, 90) -> (27, 45) aim travel: 53 blocks, 0 placed, 0 drop(s), worst drop 0
  place            y   step
  (7, 90)           16
  (7, 89)           16
  (7, 88)           16
  (7, 87)           16
  (7, 86)           16
  (7, 85)           16
  (7, 84)           16
  (7, 83)           16
  (7, 82)           16
  (7, 81)           16
  (8, 80)           16
  (9, 79)           16
  (10, 78)          16
  (11, 77)          16
  (12, 76)          16
  (13, 75)          16
  (14, 74)          16
  (15, 73)          16
  (16, 72)          16
  (17, 71)          16
  (18, 70)          16
  (19, 69)          16
  (20, 68)          16
  (21, 67)          16
  (22, 66)          16
  (23, 65)          16
  (24, 64)          16
  (24, 63)          16
  (24, 62)          16
  (24, 61)          16
  (24, 60)          16
  (24, 59)          16
  (24, 58)          16
  (24, 57)          16
  (24, 56)          16
  (24, 55)          16
  (24, 54)          17
  (24, 53)          16
  (25, 52)          16
