## orange-0 (wool) along x
TRANSECT 21 stations from (-88, 52) to (-68, 52), every 1
  station        ground  surface  water  top  standing            step
  (  -88,    52)      12       12           17                      
  (  -87,    52)      12       12           18  wool wool-2         
  (  -86,    52)      12       12           19  wool wool-2         
  (  -85,    52)      12       12           20  wool wool-2         
  (  -84,    52)      12       12           20  wool wool-2         
  (  -83,    52)      12       12           20  wool wool-2         
  (  -82,    52)      12       12           20  wool wool-2         
  (  -81,    52)      12       12           58  wool wool-2         
  (  -80,    52)      12       12           58  wool wool-2         
  (  -79,    52)      12       12           58  wool wool-2         
  (  -78,    52)      12       12           20  wool wool-2         
  (  -77,    52)      12       12           20  wool wool-2         
  (  -76,    52)      12       12           20  wool wool-2         
  (  -75,    52)      12       12           19  wool wool-2         
  (  -74,    52)      12       12           18  wool wool-2         
  (  -73,    52)      12       12           17                      
  (  -72,    52)                                                    void
  (  -71,    52)                                                    void
  (  -70,    52)                                                    void
  (  -69,    52)                                                    void
  (  -68,    52)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-2 at (-87, 50)

## orange-0 (wool) along z
TRANSECT 25 stations from (-80, 40) to (-80, 64), every 1
  station        ground  surface  water  top  standing            step
  (  -80,    40)                                                    void
  (  -80,    41)                                                    void
  (  -80,    42)                                                    void
  (  -80,    43)                                                    void
  (  -80,    44)                                                    void
  (  -80,    45)                                                    void
  (  -80,    46)                                                    void
  (  -80,    47)                                                    void
  (  -80,    48)      12       12           17                      
  (  -80,    49)      12       12           18  wool wool-2         
  (  -80,    50)      12       12           19  wool wool-2         
  (  -80,    51)      12       12           58  wool wool-2         
  (  -80,    52)      12       12           58  wool wool-2         
  (  -80,    53)      12       12           58  wool wool-2         
  (  -80,    54)      12       12           18  wool wool-2         
  (  -80,    55)      12       12           17  redstoneline 1      
  (  -80,    56)      12       12           12                      
  (  -80,    57)      12       12           12                      
  (  -80,    58)      12       12           12                      
  (  -80,    59)      12       12           12                      
  (  -80,    60)      12       12           12                      
  (  -80,    61)      12       12           12                      
  (  -80,    62)      12       12           12                      
  (  -80,    63)      12       12           12                      
  (  -80,    64)      12       12           12                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-2 at (-82, 49), redstoneline 1 at (-82, 55), flora cover-5 at (-82, 66)
