## Red Gnomon-0 (destroyable) along x
TRANSECT 25 stations from (-12, -69) to (12, -69), every 1
  station        ground  surface  water  top  standing            step
  (  -12,   -69)      32       32           32                      
  (  -11,   -69)      32       32           32                      
  (  -10,   -69)      32       32           32                      
  (   -9,   -69)      33       33           33                      +1
  (   -8,   -69)      33       33           33                      
  (   -7,   -69)      33       33           33                      
  (   -6,   -69)      34       34           34                      +1
  (   -5,   -69)      34       34           34                      
  (   -4,   -69)      34       34           34                      
  (   -3,   -69)      35       35           35                      +1
  (   -2,   -69)      35       35           35  destroyable 0       
  (   -1,   -69)      35       35           62  destroyable 0       
  (    0,   -69)      35       35           63  destroyable 0       
  (    1,   -69)      35       35           62  destroyable 0       
  (    2,   -69)      35       35           35  destroyable 0       
  (    3,   -69)      34       34           34                      -1
  (    4,   -69)      34       34           34                      
  (    5,   -69)      34       34           34                      
  (    6,   -69)      33       33           33                      -1
  (    7,   -69)      33       33           33                      
  (    8,   -69)      33       33           33                      
  (    9,   -69)      32       32           32                      -1
  (   10,   -69)      32       32           32                      
  (   11,   -69)      32       32           32                      
  (   12,   -69)      32       32           32                      
rises 3, falls 3, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: destroyable 0 at (-2, -71)

## Red Gnomon-0 (destroyable) along z
TRANSECT 25 stations from (0, -81) to (0, -57), every 1
  station        ground  surface  water  top  standing            step
  (    0,   -81)      32       32           32                      
  (    0,   -80)      32       32           32                      
  (    0,   -79)      32       32           32                      
  (    0,   -78)      33       33           33                      +1
  (    0,   -77)      33       33           33                      
  (    0,   -76)      33       33           33                      
  (    0,   -75)      34       34           34                      +1
  (    0,   -74)      34       34           34                      
  (    0,   -73)      34       34           34                      
  (    0,   -72)      35       35           35                      +1
  (    0,   -71)      35       35           35  destroyable 0       
  (    0,   -70)      35       35           62  destroyable 0       
  (    0,   -69)      35       35           63  destroyable 0       
  (    0,   -68)      35       35           62  destroyable 0       
  (    0,   -67)      35       35           35  destroyable 0       
  (    0,   -66)      34       34           34                      -1
  (    0,   -65)      34       34           34                      
  (    0,   -64)      34       34           34                      
  (    0,   -63)      33       33           33                      -1
  (    0,   -62)      33       33           33                      
  (    0,   -61)      33       33           33                      
  (    0,   -60)      32       32           32                      -1
  (    0,   -59)      32       32           32                      
  (    0,   -58)      32       32           32                      
  (    0,   -57)      32       32           32                      
rises 3, falls 3, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: destroyable 0 at (-2, -71)
