## outwork (made) along x
TRANSECT 19 stations from (-44, 50) to (-26, 50), every 1
  station        ground  surface  water  top  standing            step
  (  -44,    50)      13       13           13                      
  (  -43,    50)      13       13           13                      
  (  -42,    50)      13       13           13                      
  (  -41,    50)      13       13           13                      
  (  -40,    50)      13       13           13                      
  (  -39,    50)      13       13           13                      
  (  -38,    50)      13       13           13                      
  (  -37,    50)      13       13           13                      
  (  -36,    50)                                                    void
  (  -35,    50)                                                    void
  (  -34,    50)                                                    void
  (  -33,    50)                                                    void
  (  -32,    50)                                                    void
  (  -31,    50)                                                    void
  (  -30,    50)                                                    void
  (  -29,    50)                                                    void
  (  -28,    50)                                                    void
  (  -27,    50)                                                    void
  (  -26,    50)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: redstoneline 4 at (-46, 48)

## outwork (made) along z
TRANSECT 37 stations from (-35, 32) to (-35, 68), every 1
  station        ground  surface  water  top  standing            step
  (  -35,    32)                                                    void
  (  -35,    33)                                                    void
  (  -35,    34)                                                    void
  (  -35,    35)                                                    void
  (  -35,    36)                                                    void
  (  -35,    37)                                                    void
  (  -35,    38)                                                    void
  (  -35,    39)                                                    void
  (  -35,    40)               19           19                      void
  (  -35,    41)               19           19                      void
  (  -35,    42)               19           19                      void
  (  -35,    43)               17           17                      void
  (  -35,    44)               17           17                      void
  (  -35,    45)               19           19                      void
  (  -35,    46)               19           19                      void
  (  -35,    47)               19           19                      void
  (  -35,    48)                                                    void
  (  -35,    49)                                                    void
  (  -35,    50)                                                    void
  (  -35,    51)                                                    void
  (  -35,    52)               19           19                      void
  (  -35,    53)               19           19                      void
  (  -35,    54)               19           19                      void
  (  -35,    55)               17           17                      void
  (  -35,    56)               17           17                      void
  (  -35,    57)               19           19                      void
  (  -35,    58)               19           19                      void
  (  -35,    59)               19           19                      void
  (  -35,    60)                                                    void
  (  -35,    61)                                                    void
  (  -35,    62)                                                    void
  (  -35,    63)                                                    void
  (  -35,    64)                                                    void
  (  -35,    65)                                                    void
  (  -35,    66)                                                    void
  (  -35,    67)                                                    void
  (  -35,    68)                                                    void
rises 2, falls 2, worst step 2: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: (none)
