## spawn-blue (spawn) along x
TRANSECT 37 stations from (-16, 92) to (20, 92), every 1
  station        ground  surface  water  top  standing            step
  (  -16,    92)      24       24           24                      
  (  -15,    92)      24       24           24                      
  (  -14,    92)      24       24           24                      
  (  -13,    92)      24       24           24                      
  (  -12,    92)      24       24           24                      
  (  -11,    92)      24       24           24                      
  (  -10,    92)      24       24           24                      
  (   -9,    92)      24       24           24                      
  (   -8,    92)      24       24           24                      
  (   -7,    92)      24       24           38                      
  (   -6,    92)      24       24           38  spawn spawn-1#1     
  (   -5,    92)      24       24           38  spawn spawn-1#1     
  (   -4,    92)      24       24           38  spawn spawn-1#1     
  (   -3,    92)      24       24           38  spawn spawn-1#1     
  (   -2,    92)      24       24           38  spawn spawn-1#1     
  (   -1,    92)      24       24           38  spawn spawn-1#1     
  (    0,    92)      24       24           38  spawn spawn-1#1     
  (    1,    92)      24       24           38  spawn spawn-1#1     
  (    2,    92)      24       24           38  spawn spawn-1#1     
  (    3,    92)      24       24           38  spawn spawn-1#1     
  (    4,    92)      24       24           38  spawn spawn-1#1     
  (    5,    92)      24       24           38  spawn spawn-1#1     
  (    6,    92)      24       24           38  spawn spawn-1#1     
  (    7,    92)      24       24           38  spawn spawn-1#1     
  (    8,    92)      24       24           38  spawn spawn-1#1     
  (    9,    92)      24       24           38  spawn spawn-1#1     
  (   10,    92)      24       24           38                      
  (   11,    92)      24       24           24                      
  (   12,    92)      24       24           24                      
  (   13,    92)      24       24           24                      
  (   14,    92)      24       24           24                      
  (   15,    92)      24       24           24                      
  (   16,    92)      24       24           24                      
  (   17,    92)      24       24           24                      
  (   18,    92)      24       24           24                      
  (   19,    92)      24       24           24                      
  (   20,    92)      24       24           24                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: tree holt-9#1 at (-18, 90), spawn spawn-1#1 at (-6, 90)

## spawn-blue (spawn) along z
TRANSECT 27 stations from (2, 76) to (2, 102), every 1
  station        ground  surface  water  top  standing            step
  (    2,    76)      23       23           23                      
  (    2,    77)      23       23           23                      
  (    2,    78)      24       24           24                      +1
  (    2,    79)      24       24           24                      
  (    2,    80)      24       24           24                      
  (    2,    81)      24       24           24                      
  (    2,    82)      24       24           24                      
  (    2,    83)      24       24           24                      
  (    2,    84)      24       24           24                      
  (    2,    85)      24       24           35                      
  (    2,    86)      24       24           35  spawn spawn-1#1     
  (    2,    87)      24       24           36  spawn spawn-1#1     
  (    2,    88)      24       24           36  spawn spawn-1#1     
  (    2,    89)      24       24           37  spawn spawn-1#1     
  (    2,    90)      24       24           37  spawn spawn-1#1     
  (    2,    91)      24       24           38  spawn spawn-1#1     
  (    2,    92)      24       24           38  spawn spawn-1#1     
  (    2,    93)      24       24           37  spawn spawn-1#1     
  (    2,    94)      24       24           37  spawn spawn-1#1     
  (    2,    95)      24       24           36  spawn spawn-1#1     
  (    2,    96)      24       24           36  spawn spawn-1#1     
  (    2,    97)      24       24           35  spawn spawn-1#1     
  (    2,    98)      24       24           35                      
  (    2,    99)      24       24           24                      
  (    2,   100)      24       24           24                      
  (    2,   101)      24       24           24                      
  (    2,   102)      24       24           24                      
rises 1, falls 0, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: stroke pass-track#1 at (3, 74), spawn spawn-1#1 at (0, 86)
