      |   -1         0         1   |
      | 32109876543210123456789012 |
  -26 | AAAAAAAAAAAAAAAAAAAAAAAAAA |
  -25 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -24 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -23 | AAAAAAAAAASS@SSAAAAAAAAAAA |
  -22 | AAAAAAAAAASSSSSAAAAAAAAAAA |
  -21 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -20 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -16 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -15 | BBBBB!BBBBBBBBBBBBBBBBBBBB |
  -14 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -13 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -12 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -11 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
  -10 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -9 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -8 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -7 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -6 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   -5 | EEEEEEEEEDDDDDDDDFFFFFFFFF |
   -4 | EEEEEEEEEDDDDDDDDFFFFFFFFF |
   -3 | EEEEEEEEEDDDDDDDDFFFFFFFFF |
   -2 | EEEEEEEEEDDDDDDDDFFFFFFFFF |
   -1 | EEEEEEEEEDDDDDDDDFFFFFFFFF |
    0 | FFFFFFFFFDDDDDDDDEEEEEEEEE |
    1 | FFFFFFFFFDDDDDDDDEEEEEEEEE |
    2 | FFFFFFFFFDDDDDDDDEEEEEEEEE |
    3 | FFFFFFFFFDDDDDDDDEEEEEEEEE |
    4 | FFFFFFFFFDDDDDDDDEEEEEEEEE |
    5 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    6 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    7 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    8 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
    9 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   10 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   11 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   12 | CCCCCCCCCCCCCCCCCCCCCCCCCC |
   13 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   14 | BBBBBBBBBBBBBBBBBBBB!BBBBB |
   15 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   16 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   20 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   21 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   22 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   23 | AAAAAAAAAAASS@SSAAAAAAAAAA |
   24 | AAAAAAAAAAASSSSSAAAAAAAAAA |
   25 | AAAAAAAAAAAAAAAAAAAAAAAAAA |
      26 × 52 cells drawn  ·  26 × 52 cells = 104 × 208 blocks  ·  cell 4
      ! destroyable   @ spawn   A head (piece)   B dale (piece)   C flank (piece)   
      D pass (piece)   E scree-w (piece)   F scree-e (piece)   S camp (spawn)   
