## destroyable-1-1 (destroyable) along x
TRANSECT 25 stations from (-15, 59) to (9, 59), every 1
  station        ground  surface  water  top  standing            step
  (  -15,    59)      20       20           20                      
  (  -14,    59)      20       20           20                      
  (  -13,    59)      20       20           20                      
  (  -12,    59)      20       20           20                      
  (  -11,    59)      20       20           20                      
  (  -10,    59)      20       20           20                      
  (   -9,    59)      20       20           20                      
  (   -8,    59)      20       20           20                      
  (   -7,    59)      20       20           20                      
  (   -6,    59)      20       20           20                      
  (   -5,    59)      20       20           20  destroyable destroyable-1#1  
  (   -4,    59)      20       20           64  destroyable destroyable-1#1  
  (   -3,    59)      20       20           65  destroyable destroyable-1#1  
  (   -2,    59)      20       20           64  destroyable destroyable-1#1  
  (   -1,    59)      20       20           20  destroyable destroyable-1#1  
  (    0,    59)      20       20           20                      
  (    1,    59)      20       20           20                      
  (    2,    59)      20       20           20                      
  (    3,    59)      15       15           15                      DROP -5
  (    4,    59)      15       15           15                      
  (    5,    59)      15       15           15                      
  (    6,    59)      15       15           15                      
  (    7,    59)      15       15           15                      
  (    8,    59)      20       20           20                      BARRIER +5
  (    9,    59)      20       20           20                      
rises 1, falls 1, worst step 5: 1 barrier, 0 scramble, 1 drop — DROP -5 at (3, 59); BARRIER +5 at (8, 59) | walked end to end
beside: destroyable destroyable-1#1 at (-5, 57)

## destroyable-1-1 (destroyable) along z
TRANSECT 25 stations from (-3, 47) to (-3, 71), every 1
  station        ground  surface  water  top  standing            step
  (   -3,    47)      12       12           12                      
  (   -3,    48)      12       12           12                      
  (   -3,    49)      12       12           12                      
  (   -3,    50)      12       12           12                      
  (   -3,    51)      14       14           14                      scramble +2
  (   -3,    52)      14       14           14                      
  (   -3,    53)      15       15           15                      +1
  (   -3,    54)      16       16           16                      +1
  (   -3,    55)      17       17           17                      +1
  (   -3,    56)      19       19           19                      scramble +2
  (   -3,    57)      20       20           20  destroyable destroyable-1#1  +1
  (   -3,    58)      20       20           64  destroyable destroyable-1#1  
  (   -3,    59)      20       20           65  destroyable destroyable-1#1  
  (   -3,    60)      20       20           64  destroyable destroyable-1#1  
  (   -3,    61)      20       20           20  destroyable destroyable-1#1  
  (   -3,    62)      20       20           20                      
  (   -3,    63)      20       20           20                      
  (   -3,    64)      20       20           20                      
  (   -3,    65)      20       20           20                      
  (   -3,    66)      20       20           20                      
  (   -3,    67)      20       20           20                      
  (   -3,    68)      20       20           20                      
  (   -3,    69)      20       20           20                      
  (   -3,    70)      20       20           20                      
  (   -3,    71)      20       20           20                      
rises 6, falls 0, worst step 2: 0 barrier, 2 scramble, 0 drop — scramble +2 at (-3, 51); scramble +2 at (-3, 56) | walked end to end
beside: destroyable destroyable-1#1 at (-5, 57)
