## red-0 (wool) along x
TRANSECT 21 stations from (-48, 86) to (-28, 86), every 1
  station        ground  surface  water  top  standing            step
  (  -48,    86)      15       15           15                      
  (  -47,    86)      15       15           22  wool wool-west      
  (  -46,    86)      15       15           22  wool wool-west      
  (  -45,    86)      15       15           22  wool wool-west      
  (  -44,    86)      15       15           22  wool wool-west      
  (  -43,    86)      15       15           22  wool wool-west      
  (  -42,    86)      15       15           22  wool wool-west      
  (  -41,    86)      15       15           60  wool wool-west      
  (  -40,    86)      15       15           60  wool wool-west      
  (  -39,    86)      15       15           60  wool wool-west      
  (  -38,    86)      15       15           22  wool wool-west      
  (  -37,    86)      15       15           22  wool wool-west      
  (  -36,    86)      15       15           22  wool wool-west      
  (  -35,    86)      15       15           22  wool wool-west      
  (  -34,    86)      15       15           22  wool wool-west      
  (  -33,    86)      15       15           15                      
  (  -32,    86)                                                    void
  (  -31,    86)                                                    void
  (  -30,    86)                                                    void
  (  -29,    86)                                                    void
  (  -28,    86)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-west at (-47, 84)

## red-0 (wool) along z
TRANSECT 25 stations from (-40, 74) to (-40, 98), every 1
  station        ground  surface  water  top  standing            step
  (  -40,    74)      15       15           15                      
  (  -40,    75)      15       15           15                      
  (  -40,    76)      15       15           15                      
  (  -40,    77)      15       15           15                      
  (  -40,    78)      15       15           15                      
  (  -40,    79)      15       15           15                      
  (  -40,    80)      15       15           16  redstoneline 0      
  (  -40,    81)      15       15           22  wool wool-west      
  (  -40,    82)      15       15           22  wool wool-west      
  (  -40,    83)      15       15           22  wool wool-west      
  (  -40,    84)      15       15           22  wool wool-west      
  (  -40,    85)      15       15           60  wool wool-west      
  (  -40,    86)      15       15           60  wool wool-west      
  (  -40,    87)      15       15           60  wool wool-west      
  (  -40,    88)      15       15           22  wool wool-west      
  (  -40,    89)      15       15           22  wool wool-west      
  (  -40,    90)      15       15           22  wool wool-west      
  (  -40,    91)      15       15           15                      
  (  -40,    92)                                                    void
  (  -40,    93)                                                    void
  (  -40,    94)                                                    void
  (  -40,    95)                                                    void
  (  -40,    96)                                                    void
  (  -40,    97)                                                    void
  (  -40,    98)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: redstoneline 0 at (-42, 80), wool wool-west at (-42, 81)
