## light_blue-1 (wool) along x
TRANSECT 21 stations from (-48, -86) to (-28, -86), every 1
  station        ground  surface  water  top  standing            step
  (  -48,   -86)      15       15           15                      
  (  -47,   -86)      15       15           22  wool wool-east#1    
  (  -46,   -86)      15       15           22  wool wool-east#1    
  (  -45,   -86)      15       15           22  wool wool-east#1    
  (  -44,   -86)      15       15           22  wool wool-east#1    
  (  -43,   -86)      15       15           22  wool wool-east#1    
  (  -42,   -86)      15       15           22  wool wool-east#1    
  (  -41,   -86)      15       15           60  wool wool-east#1    
  (  -40,   -86)      15       15           60  wool wool-east#1    
  (  -39,   -86)      15       15           60  wool wool-east#1    
  (  -38,   -86)      15       15           22  wool wool-east#1    
  (  -37,   -86)      15       15           22  wool wool-east#1    
  (  -36,   -86)      15       15           22  wool wool-east#1    
  (  -35,   -86)      15       15           22  wool wool-east#1    
  (  -34,   -86)      15       15           22  wool wool-east#1    
  (  -33,   -86)      15       15           15                      
  (  -32,   -86)                                                    void
  (  -31,   -86)                                                    void
  (  -30,   -86)                                                    void
  (  -29,   -86)                                                    void
  (  -28,   -86)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-east#1 at (-47, -88)

## light_blue-1 (wool) along z
TRANSECT 25 stations from (-40, -98) to (-40, -74), every 1
  station        ground  surface  water  top  standing            step
  (  -40,   -98)                                                    void
  (  -40,   -97)                                                    void
  (  -40,   -96)                                                    void
  (  -40,   -95)                                                    void
  (  -40,   -94)                                                    void
  (  -40,   -93)                                                    void
  (  -40,   -92)      15       15           15                      
  (  -40,   -91)      15       15           22  wool wool-east#1    
  (  -40,   -90)      15       15           22  wool wool-east#1    
  (  -40,   -89)      15       15           22  wool wool-east#1    
  (  -40,   -88)      15       15           22  wool wool-east#1    
  (  -40,   -87)      15       15           60  wool wool-east#1    
  (  -40,   -86)      15       15           60  wool wool-east#1    
  (  -40,   -85)      15       15           60  wool wool-east#1    
  (  -40,   -84)      15       15           22  wool wool-east#1    
  (  -40,   -83)      15       15           22  wool wool-east#1    
  (  -40,   -82)      15       15           22  wool wool-east#1    
  (  -40,   -81)      15       15           16  redstoneline 1#1    
  (  -40,   -80)      15       15           15                      
  (  -40,   -79)      15       15           15                      
  (  -40,   -78)      15       15           15                      
  (  -40,   -77)      15       15           15                      
  (  -40,   -76)      15       15           15                      
  (  -40,   -75)      15       15           15                      
  (  -40,   -74)      15       15           15                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-east#1 at (-42, -91), redstoneline 1#1 at (-42, -81)
