## erratic-0 (boulder) along x
TRANSECT 22 stations from (-40, -14) to (-19, -14), every 1
  station        ground  surface  water  top  standing            step
  (  -40,   -14)      26       26           26                      
  (  -39,   -14)      27       27           27                      +1
  (  -38,   -14)      27       27           27                      
  (  -37,   -14)      28       28           28                      +1
  (  -36,   -14)      28       28           28                      
  (  -35,   -14)      29       29           29                      +1
  (  -34,   -14)      30       30           34  boulder erratic-0   +1
  (  -33,   -14)      30       30           35  boulder erratic-0   
  (  -32,   -14)      31       31           36  boulder erratic-0   +1
  (  -31,   -14)      31       31           36  boulder erratic-0   
  (  -30,   -14)      31       31           36  boulder erratic-0   
  (  -29,   -14)      31       31           35  boulder erratic-0   
  (  -28,   -14)      31       31           35  boulder erratic-0   
  (  -27,   -14)      31       31           33  boulder erratic-0   
  (  -26,   -14)      31       31           31                      
  (  -25,   -14)      31       31           31                      
  (  -24,   -14)      30       30           30                      -1
  (  -23,   -14)      30       30           30                      
  (  -22,   -14)      29       29           29                      -1
  (  -21,   -14)      29       29           29                      
  (  -20,   -14)      29       29           29                      
  (  -19,   -14)      28       28           28                      -1
rises 5, falls 3, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder erratic-0 at (-34, -16)

## erratic-0 (boulder) along z
TRANSECT 25 stations from (-31, -26) to (-31, -2), every 1
  station        ground  surface  water  top  standing            step
  (  -31,   -26)      26       26           31  boulder erratic-1#1  
  (  -31,   -25)      26       26           30  boulder erratic-1#1  
  (  -31,   -24)      27       27           29  boulder erratic-1#1  +1
  (  -31,   -23)      27       27           27                      
  (  -31,   -22)      28       28           28                      +1
  (  -31,   -21)      29       29           29                      +1
  (  -31,   -20)      30       30           30                      +1
  (  -31,   -19)      30       30           30                      
  (  -31,   -18)      30       30           33  boulder erratic-0   
  (  -31,   -17)      30       30           35  boulder erratic-0   
  (  -31,   -16)      31       31           35  boulder erratic-0   +1
  (  -31,   -15)      31       31           36  boulder erratic-0   
  (  -31,   -14)      31       31           36  boulder erratic-0   
  (  -31,   -13)      31       31           36  boulder erratic-0   
  (  -31,   -12)      31       31           35  boulder erratic-0   
  (  -31,   -11)      31       31           34  boulder erratic-0   
  (  -31,   -10)      31       31           31                      
  (  -31,    -9)      31       31           31                      
  (  -31,    -8)      31       31           31                      
  (  -31,    -7)      31       31           31                      
  (  -31,    -6)      31       31           31                      
  (  -31,    -5)      31       31           31                      
  (  -31,    -4)      31       31           31                      
  (  -31,    -3)      31       31           31                      
  (  -31,    -2)      31       31           31                      
rises 5, falls 0, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder erratic-1#1 at (-33, -28), boulder erratic-0 at (-32, -18)
