## backwater (water) along x
TRANSECT 31 stations from (-40, 58) to (-10, 58), every 1
  station        ground  surface  water  top  standing            step
  (  -40,    58)      11       11           11                      
  (  -39,    58)      11       11           11                      
  (  -38,    58)      10       10           10                      -1
  (  -37,    58)      10       10           10                      
  (  -36,    58)      10       10           10  water backwater     
  (  -35,    58)      10       10           10  water backwater     
  (  -34,    58)       9        9            9  water backwater     -1
  (  -33,    58)       8        8      8     8  water backwater     -1
  (  -32,    58)       8        8      7     8  stroke delta-road   
  (  -31,    58)       8        8      7     8  stroke delta-road   
  (  -30,    58)       8        8      7     8  stroke delta-road   
  (  -29,    58)       8        8      7     8  stroke delta-road   
  (  -28,    58)       8        8      8     8  water backwater     
  (  -27,    58)       8        8      8     8  water backwater     
  (  -26,    58)       8        8      8     8  water backwater     
  (  -25,    58)       8        8      8     8  water backwater     
  (  -24,    58)       8        8      8     8  water backwater     
  (  -23,    58)       9        9      8     8  water backwater     +1
  (  -22,    58)      10       10           10  water backwater     +1
  (  -21,    58)      11       11           11  water backwater     +1
  (  -20,    58)      11       11           11  water backwater     
  (  -19,    58)      11       11           11  water backwater     
  (  -18,    58)      11       11           11                      
  (  -17,    58)                                                    void
  (  -16,    58)                                                    void
  (  -15,    58)                            20  tree willow-0       void
  (  -14,    58)                            22  tree willow-0       void
  (  -13,    58)                            21  tree willow-0       void
  (  -12,    58)                            21  tree willow-0       void
  (  -11,    58)                            23  tree willow-0       void
  (  -10,    58)                            21  tree willow-0       void
rises 3, falls 3, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: water backwater at (-36, 56), stroke delta-road at (-32, 56), tree willow-0 at (-17, 60), boulder rock-1 at (-14, 60)

## backwater (water) along z
TRANSECT 37 stations from (-28, 40) to (-28, 76), every 1
  station        ground  surface  water  top  standing            step
  (  -28,    40)      12       12           12                      
  (  -28,    41)      11       11           11                      -1
  (  -28,    42)      11       11           11                      
  (  -28,    43)      10       10           10                      -1
  (  -28,    44)      10       10           10                      
  (  -28,    45)      10       10           10                      
  (  -28,    46)      10       10           10                      
  (  -28,    47)      10       10           10                      
  (  -28,    48)      10       10           10  water backwater     
  (  -28,    49)      10       10           10  water backwater     
  (  -28,    50)       9        9            9  water backwater     -1
  (  -28,    51)       8        8            8  water backwater     -1
  (  -28,    52)       8        8      8     8  water backwater     
  (  -28,    53)       8        8      8     8  water backwater     
  (  -28,    54)       8        8      8     8  water backwater     
  (  -28,    55)       8        8      8     8  water backwater     
  (  -28,    56)       8        8      8     8  water backwater     
  (  -28,    57)       8        8      8     8  water backwater     
  (  -28,    58)       8        8      8     8  water backwater     
  (  -28,    59)       8        8      8     8  water backwater     
  (  -28,    60)       8        8      8     8  water backwater     
  (  -28,    61)       8        8      8     8  water backwater     
  (  -28,    62)       8        8      8     8  water backwater     
  (  -28,    63)       9        9            9  water backwater     +1
  (  -28,    64)       9        9            9  water backwater     
  (  -28,    65)      10       10           10  water backwater     +1
  (  -28,    66)      11       11           11  water backwater     +1
  (  -28,    67)      11       11           11                      
  (  -28,    68)      11       11           11                      
  (  -28,    69)      12       12           12                      +1
  (  -28,    70)      12       12           12                      
  (  -28,    71)      12       12           15  wall 0              
  (  -28,    72)      13       13           15  wall 0              +1
  (  -28,    73)      13       13           13                      
  (  -28,    74)      13       13           13  stroke spur-road    
  (  -28,    75)      14       14           14                      +1
  (  -28,    76)      14       14           14  stroke spur-road    
rises 6, falls 4, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: stroke delta-road at (-30, 38), tree birch-1 at (-26, 38), water backwater at (-28, 48), wall 0 at (-30, 71), stroke spur-road at (-26, 73)
