      |        -1         0         1        |
      | 876543210987654321012345678901234567 |
  -32 |         WWWW                         |
  -31 |         WW¤W                         |
  -30 |         JJJJ                         |
  -29 |         JJJJ                         |
  -28 |         JJJJ                         |
  -27 |         JJJJ                         |
  -26 |         JJJJ                         |
  -25 |         JJJJ                         |
  -24 |         EEEEEEEEAAAAAAAAA            |
  -23 |         EEEEEEEEAAAAAAAAA            |
  -22 |         EEEEEEEEAAAAAAAAA            |
  -21 |         EEEEEEEEAAAAAAAAA            |
  -20 | KKKKKKKKGGGGooooDDDDoCCCCHSS         |
  -19 | KKKKKKKKGGGGooooDDDDoCCCCHSS         |
  -18 | KKKKKKKKGGGGooooDDDDoCCCCHS@         |
  -17 | KKKKKKKKGGGGooooDDDDoCCCCHSS         |
  -16 | VVVV    FFFFFFFFBBBBBBBBB            |
  -15 | VV¤V    FFFFFFFFBBBBBBBBB            |
  -14 |         FFFFFFFFBBBBBBBBB            |
  -13 |         FFFFFFFFBBBBBBBBB            |
  -12 |          LLLLLLLLLLLLLLLL            |
  -11 |          LLLLLLLLLLLLLLLL            |
  -10 |          LLLLLLLLLLLLLLLL            |
   -9 |          LLLLLLLLLLLLLLLL            |
   -8 |            NNNNNooMMMMMMM            |
   -7 |            NNNNNooMMMMMMM            |
   -6 |            ++++++++++++++            |
   -5 |            ++++++++++++++            |
   -4 |            ++++++++++++++            |
   -3 |            +PPPPPPPPPPPP+            |
   -2 |            +PPPPPPPPPPPP+            |
   -1 |            +PPPPPPPPPPPP+            |
    0 |            +PPPPPPPPPPPP+            |
    1 |            +PPPPPPPPPPPP+            |
    2 |            +PPPPPPPPPPPP+            |
    3 |            ++++++++++++++            |
    4 |            ++++++++++++++            |
    5 |            ++++++++++++++            |
    6 |            MMMMMMMooNNNNN            |
    7 |            MMMMMMMooNNNNN            |
    8 |            LLLLLLLLLLLLLLLL          |
    9 |            LLLLLLLLLLLLLLLL          |
   10 |            LLLLLLLLLLLLLLLL          |
   11 |            LLLLLLLLLLLLLLLL          |
   12 |            BBBBBBBBBFFFFFFFF         |
   13 |            BBBBBBBBBFFFFFFFF         |
   14 |            BBBBBBBBBFFFFFFFF    VVVV |
   15 |            BBBBBBBBBFFFFFFFF    VV¤V |
   16 |         SSHCCCCoDDDDooooGGGGKKKKKKKK |
   17 |         SSHCCCCoDDDDooooGGGGKKKKKKKK |
   18 |         S@HCCCCoDDDDooooGGGGKKKKKKKK |
   19 |         SSHCCCCoDDDDooooGGGGKKKKKKKK |
   20 |            AAAAAAAAAEEEEEEEE         |
   21 |            AAAAAAAAAEEEEEEEE         |
   22 |            AAAAAAAAAEEEEEEEE         |
   23 |            AAAAAAAAAEEEEEEEE         |
   24 |                         JJJJ         |
   25 |                         JJJJ         |
   26 |                         JJJJ         |
   27 |                         JJJJ         |
   28 |                         JJJJ         |
   29 |                         JJJJ         |
   30 |                         WWWW         |
   31 |                         WW¤W         |
      36 × 64 cells drawn  ·  36 × 64 cells = 144 × 256 blocks  ·  cell 4
      @ spawn   A hub-t1 (piece)   B hub-t2 (piece)   C hub-t3 (piece)   D hub-t4 (piece)   
      E hub-t5 (piece)   F hub-t6 (piece)   G hub-t7 (piece)   H spawn-t1 (piece)   
      J wool-a-t1 (piece)   K wool-b-t1 (piece)   L frontline-t1 (piece)   M frontline-t2 (piece)   
      N frontline-t3 (piece)   P mid-stone-0 (piece)   S spawn-room (spawn)   
      V wool-b-room (wool-room)   W wool-a-room (wool-room)   ¤ wool   
