TRANSECT 19 stations from (-24, -118) to (-24, -100), every 1
  station        ground  surface  water  top  standing            step
  (  -24,  -118)       8        8            8                      
  (  -24,  -117)       8        8            8                      
  (  -24,  -116)       8        8            8                      
  (  -24,  -115)       8        8            8                      
  (  -24,  -114)       8        8            8                      
  (  -24,  -113)       8        8            8                      
  (  -24,  -112)      14       14           14                      BARRIER +6
  (  -24,  -111)      14       14           14                      
  (  -24,  -110)      14       14           14                      
  (  -24,  -109)      14       14           14                      
  (  -24,  -108)      13       13           13                      -1
  (  -24,  -107)      12       12           12                      -1
  (  -24,  -106)      11       11           11                      -1
  (  -24,  -105)      10       10           10                      -1
  (  -24,  -104)       9        9            9                      -1
  (  -24,  -103)       8        8            8                      -1
  (  -24,  -102)       8        8            8                      
  (  -24,  -101)       8        8            8                      
  (  -24,  -100)       8        8            8                      
rises 1, falls 6, worst step 6: 1 barrier, 0 scramble, 0 drop — BARRIER +6 at (-24, -112) | walked end to end
beside: (none)
