## spawn-red -> red-0
ROUTE (40, 72) -> (6, 124) aim travel: 69 blocks, 0 placed, 0 drop(s), worst drop 0
  place            y   step
  (40, 72)          18
  (39, 72)          18
  (38, 72)          18
  (37, 72)          18
  (36, 72)          18
  (35, 72)          18
  (34, 72)          18
  (33, 73)          18
  (32, 74)          18
  (31, 75)          18
  (30, 76)          18
  (29, 77)          18
  (28, 78)          18
  (27, 79)          18
  (26, 80)          19
  (26, 81)          19
  (26, 82)          20
  (26, 83)          20
  (26, 84)          19
  (26, 85)          20
  (26, 86)          20
  (26, 87)          20
  (26, 88)          20
  (26, 89)          20
  (26, 90)          20
  (26, 91)          20
  (26, 92)          20
  (25, 93)          21
  (24, 94)          21
  (23, 95)          20
  (22, 96)          20
  (22, 97)          20
  (22, 98)          20
  (22, 99)          20
  (22, 100)         20
  (22, 101)         20
  (22, 102)         19
  (22, 103)         19
  (22, 104)         19
  (22, 105)         19
  (22, 106)         19
  (21, 107)         19
  (20, 108)         18
  (19, 109)         18
  (18, 110)         18
  (17, 111)         18
  (16, 112)         18
  (15, 113)         18
  (14, 114)         18
  (13, 115)         18
  (12, 116)         18
  (11, 117)         18
  (10, 118)         18
  (9, 119)          18
  (8, 120)          19
  (7, 121)          18
  (7, 122)          18
  (7, 123)          18
  (6, 124)          18
rises 0, falls 0, worst step 0: walked end to end
beside: spawn spawn-1 at (37, 72) d0, wool wool-1 at (6, 124) d0

## spawn-red -> orange-0
ROUTE (40, 72) -> (-38, 36) aim travel: 97 blocks, 0 placed, 0 drop(s), worst drop 0
  place            y   step
  (40, 72)          18
  (39, 72)          18
  (38, 72)          18
  (37, 72)          18
  (36, 72)          18
  (35, 72)          18
  (34, 72)          18
  (33, 72)          18
  (32, 72)          18
  (31, 72)          18
  (30, 72)          18
  (29, 72)          18
  (28, 72)          18
  (27, 72)          18
  (26, 72)          18
  (25, 72)          18
  (24, 72)          18
  (23, 72)          18
  (22, 71)          18
  (21, 70)          18
  (20, 69)          18
  (19, 68)          18
  (18, 67)          17
  (17, 66)          17
  (16, 65)          16
  (15, 64)          16
  (14, 63)          15
  (13, 62)          15
  (12, 61)          14
  (11, 60)          13
  (10, 60)          13
  (9, 60)           13
  (8, 60)           13
  (7, 60)           13
  (6, 60)           13
  (5, 60)           13
  (4, 60)           13
  (3, 60)           13
  (2, 60)           13
  (1, 60)           13
  (0, 60)           13
  (-1, 60)          13
  (-2, 60)          13
  (-3, 60)          13
  (-4, 60)          13
  (-5, 59)          13
  (-6, 58)          14
  (-7, 58)          14
  (-8, 58)          15
  (-9, 58)          15
  (-10, 58)         15
  (-11, 58)         15
  (-12, 58)         15
  (-13, 58)         15
  (-14, 58)         15
  (-15, 58)         14
  (-16, 58)         14
  (-17, 58)         14
  (-18, 58)         14
  (-19, 58)         14
  (-20, 57)         14
  (-21, 56)         14
  (-22, 56)         14
  (-23, 56)         14
  (-24, 56)         14
  (-25, 56)         15
  (-26, 55)         15
  (-27, 54)         15
  (-28, 53)         15
  (-29, 52)         15
  (-30, 51)         15
  (-31, 50)         15
  (-32, 49)         15
  (-33, 48)         15
  (-34, 47)         15
  (-34, 46)         15
  (-34, 45)         15
  (-34, 44)         15
  (-34, 43)         15
  (-34, 42)         15
  (-34, 41)         15
  (-35, 40)         15
  (-36, 39)         16
  (-37, 38)         15
  (-37, 37)         15
  (-38, 36)         15
rises 0, falls 0, worst step 0: walked end to end
beside: spawn spawn-1 at (37, 72) d0, wool wool-2 at (-38, 36) d0

## spawn-red -> blue-1
ROUTE (40, 72) -> (-6, -124) aim travel: 218 blocks, 26 placed, 0 drop(s), worst drop 0
  place            y   step
  (40, 72)          18
  (39, 72)          18
  (38, 72)          18
  (37, 72)          18
  (36, 72)          18
  (35, 72)          18
  (34, 71)          18
  (33, 70)          18
  (32, 69)          18
  (31, 68)          18
  (30, 67)          18
  (29, 66)          18
  (28, 65)          18
  (27, 64)          18
  (26, 63)          17
  (26, 62)          16
  (26, 61)          16
  (26, 60)          15
  (26, 59)          15
  (26, 58)          16
  (26, 57)          15
  (26, 56)          15
  (26, 55)          15
  (26, 54)          15
  (26, 53)          14
  (26, 52)          14
  (26, 51)          14
  (26, 50)          14
  (26, 49)          13
  (26, 48)          13
  (26, 47)          13
  (26, 46)          13
  (26, 45)          13
  (26, 44)          13
  (26, 43)          13
  (26, 42)          13
  (26, 41)          13
  (26, 40)          13
  (26, 39)          12
  (25, 38)          12
  (24, 37)          12
  (23, 36)          12
  (22, 35)          12
  (21, 34)          12
  (20, 33)          13
  (19, 32)          12
  (18, 31)          13
  (18, 30)          13
  (18, 29)          13
  (18, 28)          13
  (18, 27)          14
  (18, 26)          13
  (18, 25)          14
  (18, 24)          12
  (18, 23)          12
  (18, 22)          12
  (18, 21)          12
  (17, 20)          12
  (16, 19)          12
  (15, 18)          12
  (15, 17)           9
  (15, 16)           9
  (15, 15)           9
  (15, 14)           9
  (15, 13)           9
  (15, 12)           9
  (15, 11)           9
  (15, 10)           9
  (15, 9)            9
  (15, 8)            9
  (15, 7)            9
  (15, 6)            9
  (15, 5)            9
  (15, 4)            9
  (15, 3)            9
  (15, 2)            9
  (15, 1)            9
  (15, 0)            9
  (15, -1)          10
  (15, -2)           9
  (15, -3)           9
  (15, -4)           9
  (15, -5)           9
  (15, -6)           9
  (15, -7)           9
  (15, -8)           9
  (15, -9)           9
  (15, -10)          9
  (15, -11)          9
  (15, -12)          9
  (15, -13)          9
  (15, -14)          9
  (15, -15)          9
  (15, -16)          9
  (15, -17)          9
  (15, -18)          9
  (15, -19)         12   barrier +3
  (15, -20)         12
  (15, -21)         12
  (15, -22)         12
  (15, -23)         12
  (15, -24)         12
  (15, -25)         12
  (15, -26)         13
  (15, -27)         13
  (15, -28)         13
  (15, -29)         13
  (15, -30)         13
  (15, -31)         13
  (15, -32)         12
  (15, -33)         12
  (15, -34)         12
  (15, -35)         12
  (15, -36)         12
  (15, -37)         12
  (15, -38)         12
  (15, -39)         12
  (15, -40)         12
  (15, -41)         12
  (15, -42)         12
  (15, -43)         13
  (15, -44)         14
  (15, -45)         14
  (15, -46)         14
  (15, -47)         13
  (15, -48)         13
  (15, -49)         13
  (15, -50)         13
  (15, -51)         13
  (15, -52)         13
  (15, -53)         13
  (15, -54)         13
  (15, -55)         13
  (15, -56)         14
  (15, -57)         14
  (15, -58)         14
  (15, -59)         14
  (15, -60)         14
  (15, -61)         14
  (15, -62)         14
  (15, -63)         15
  (15, -64)         15
  (15, -65)         16
  (15, -66)         16
  (15, -67)         17
  (15, -68)         16
  (15, -69)         17
  (15, -70)         18
  (15, -71)         17
  (15, -72)         18
  (15, -73)         19
  (15, -74)         18
  (15, -75)         19
  (15, -76)         20
  (15, -77)         19
  (15, -78)         19
  (15, -79)         19
  (15, -80)         20
  (14, -81)         21
  (14, -82)         22
  (14, -83)         21
  (14, -84)         22
  (14, -85)         22
  (14, -86)         22
  (14, -87)         22
  (14, -88)         21
  (14, -89)         22
  (14, -90)         22
  (14, -91)         22
  (14, -92)         22
  (14, -93)         22
  (13, -94)         22
  (12, -95)         22
  (11, -96)         21
  (10, -97)         21
  (10, -98)         21
  (10, -99)         21
  (10, -100)        21
  (10, -101)        21
  (10, -102)        20
  (10, -103)        20
  (10, -104)        20
  (10, -105)        20
  (10, -106)        20
  (10, -107)        19
  (9, -108)         19
  (8, -109)         20
  (7, -110)         20
  (6, -111)         20
  (5, -112)         19
