## orange-0 (wool) along x
TRANSECT 19 stations from (-44, 36) to (-26, 36), every 1
  station        ground  surface  water  top  standing            step
  (  -44,    36)      15       15           20                      
  (  -43,    36)      15       15           21  wool wool-2         
  (  -42,    36)      15       15           22  wool wool-2         
  (  -41,    36)      15       15           23  wool wool-2         
  (  -40,    36)      15       15           23  wool wool-2         
  (  -39,    36)      15       15           58  wool wool-2         
  (  -38,    36)      15       15           58  wool wool-2         
  (  -37,    36)      15       15           58  wool wool-2         
  (  -36,    36)      15       15           23  wool wool-2         
  (  -35,    36)      15       15           22  wool wool-2         
  (  -34,    36)      15       15           21  wool wool-2         
  (  -33,    36)      15       15           20                      
  (  -32,    36)                                                    void
  (  -31,    36)                                                    void
  (  -30,    36)                                                    void
  (  -29,    36)                                                    void
  (  -28,    36)                                                    void
  (  -27,    36)                                                    void
  (  -26,    36)                                                    void
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-2 at (-43, 34)

## orange-0 (wool) along z
TRANSECT 25 stations from (-38, 24) to (-38, 48), every 1
  station        ground  surface  water  top  standing            step
  (  -38,    24)                                                    void
  (  -38,    25)                                                    void
  (  -38,    26)                                                    void
  (  -38,    27)                                                    void
  (  -38,    28)                                                    void
  (  -38,    29)                                                    void
  (  -38,    30)                                                    void
  (  -38,    31)                                                    void
  (  -38,    32)      15       15           20                      
  (  -38,    33)      15       15           21  wool wool-2         
  (  -38,    34)      15       15           22  wool wool-2         
  (  -38,    35)      15       15           58  wool wool-2         
  (  -38,    36)      15       15           58  wool wool-2         
  (  -38,    37)      15       15           58  wool wool-2         
  (  -38,    38)      15       15           21  wool wool-2         
  (  -38,    39)      15       15           20  redstoneline 1      
  (  -38,    40)      15       15           15                      
  (  -38,    41)      15       15           15                      
  (  -38,    42)      15       15           15                      
  (  -38,    43)      15       15           15                      
  (  -38,    44)      15       15           15                      
  (  -38,    45)      15       15           15                      
  (  -38,    46)      15       15           15                      
  (  -38,    47)      15       15           15                      
  (  -38,    48)      15       15           15                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: wool wool-2 at (-40, 33), redstoneline 1 at (-40, 39)
