## boulder-1 (boulder) along x
TRANSECT 25 stations from (4, -85) to (28, -85), every 1
  station        ground  surface  water  top  standing            step
  (    4,   -85)      11       11           11                      
  (    5,   -85)      11       11           11                      
  (    6,   -85)      10       10           10                      -1
  (    7,   -85)      10       10           10                      
  (    8,   -85)      10       10           10                      
  (    9,   -85)      10       10           10                      
  (   10,   -85)      10       10           10                      
  (   11,   -85)      10       10           10                      
  (   12,   -85)      10       10           10                      
  (   13,   -85)      10       10           12  boulder boulder-1   
  (   14,   -85)      10       10           12  boulder boulder-1   
  (   15,   -85)      10       10           12  boulder boulder-1   
  (   16,   -85)      10       10           12  boulder boulder-1   
  (   17,   -85)      10       10           12  boulder boulder-1   
  (   18,   -85)      10       10           12  boulder boulder-1   
  (   19,   -85)      10       10           12  boulder boulder-1   
  (   20,   -85)      10       10           11  boulder boulder-1   
  (   21,   -85)      10       10           10                      
  (   22,   -85)      10       10           10                      
  (   23,   -85)      10       10           10                      
  (   24,   -85)      10       10           10                      
  (   25,   -85)      10       10           10                      
  (   26,   -85)      10       10           10                      
  (   27,   -85)      10       10           10                      
  (   28,   -85)      11       11           11                      +1
rises 1, falls 1, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: stroke dig-road at (2, -87), boulder boulder-1 at (13, -87)

## boulder-1 (boulder) along z
TRANSECT 25 stations from (16, -97) to (16, -73), every 1
  station        ground  surface  water  top  standing            step
  (   16,   -97)      10       10           10                      
  (   16,   -96)      10       10           10                      
  (   16,   -95)      10       10           10                      
  (   16,   -94)      10       10           10                      
  (   16,   -93)      10       10           10                      
  (   16,   -92)      10       10           10                      
  (   16,   -91)      10       10           10                      
  (   16,   -90)      10       10           10                      
  (   16,   -89)      10       10           10                      
  (   16,   -88)      10       10           12  boulder boulder-1   
  (   16,   -87)      10       10           12  boulder boulder-1   
  (   16,   -86)      10       10           12  boulder boulder-1   
  (   16,   -85)      10       10           12  boulder boulder-1   
  (   16,   -84)      10       10           12  boulder boulder-1   
  (   16,   -83)      10       10           12  boulder boulder-1   
  (   16,   -82)      10       10           11  boulder boulder-1   
  (   16,   -81)      10       10           10                      
  (   16,   -80)      10       10           10                      
  (   16,   -79)      10       10           10                      
  (   16,   -78)      10       10           10                      
  (   16,   -77)      11       11           11                      +1
  (   16,   -76)      11       11           11                      
  (   16,   -75)      11       11           11                      
  (   16,   -74)      11       11           11                      
  (   16,   -73)      11       11           11                      
rises 1, falls 0, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder boulder-1 at (14, -88)
