## relic-1-1 (destroyable) along x
TRANSECT 25 stations from (-13, 69) to (11, 69), every 1
  station        ground  surface  water  top  standing            step
  (  -13,    69)      12       12           12                      
  (  -12,    69)      12       12           12                      
  (  -11,    69)      12       12           12                      
  (  -10,    69)      12       12           12                      
  (   -9,    69)      12       12           12                      
  (   -8,    69)      12       12           12                      
  (   -7,    69)      12       12           12                      
  (   -6,    69)      12       12           12                      
  (   -5,    69)      11       11           11                      -1
  (   -4,    69)       9        9            9                      -2
  (   -3,    69)       7        7            7  destroyable relic-1#1  -2
  (   -2,    69)       5        5           79  destroyable relic-1#1  -2
  (   -1,    69)       5        5           80  destroyable relic-1#1  
  (    0,    69)       5        5           79  destroyable relic-1#1  
  (    1,    69)       5        5            5  destroyable relic-1#1  
  (    2,    69)       7        7            7                      scramble +2
  (    3,    69)       9        9            9                      scramble +2
  (    4,    69)      11       11           11                      scramble +2
  (    5,    69)      12       12           12                      +1
  (    6,    69)      12       12           12                      
  (    7,    69)      12       12           12                      
  (    8,    69)      12       12           12                      
  (    9,    69)      12       12           12                      
  (   10,    69)      12       12           12                      
  (   11,    69)      12       12           12                      
rises 4, falls 4, worst step 2: 0 barrier, 3 scramble, 0 drop — scramble +2 at (2, 69); scramble +2 at (3, 69); scramble +2 at (4, 69) | walked end to end
beside: destroyable relic-1#1 at (-3, 67)

## relic-1-1 (destroyable) along z
TRANSECT 25 stations from (-1, 57) to (-1, 81), every 1
  station        ground  surface  water  top  standing            step
  (   -1,    57)      11       11           11                      
  (   -1,    58)      11       11           11                      
  (   -1,    59)      11       11           11                      
  (   -1,    60)      12       12           12                      +1
  (   -1,    61)      12       12           12                      
  (   -1,    62)      12       12           12                      
  (   -1,    63)      12       12           12                      
  (   -1,    64)      12       12           12                      
  (   -1,    65)      12       12           12                      
  (   -1,    66)      11       11           11                      -1
  (   -1,    67)       9        9            9  destroyable relic-1#1  -2
  (   -1,    68)       6        6           79  destroyable relic-1#1  -3
  (   -1,    69)       5        5           80  destroyable relic-1#1  -1
  (   -1,    70)       5        5           79  destroyable relic-1#1  
  (   -1,    71)       6        6            6  destroyable relic-1#1  +1
  (   -1,    72)       9        9            9                      BARRIER +3
  (   -1,    73)      11       11           11                      scramble +2
  (   -1,    74)      12       12           12                      +1
  (   -1,    75)      12       12           12                      
  (   -1,    76)      12       12           12                      
  (   -1,    77)      12       12           12                      
  (   -1,    78)      12       12           12                      
  (   -1,    79)      12       12           12                      
  (   -1,    80)      12       12           12  stroke dig-road#1   
  (   -1,    81)      11       11           11  stroke dig-road#1   -1
rises 5, falls 5, worst step 3: 1 barrier, 1 scramble, 0 drop — BARRIER +3 at (-1, 72); scramble +2 at (-1, 73) | walked end to end
beside: destroyable relic-1#1 at (-3, 67), stroke dig-road#1 at (-2, 80)
