## rock-3 (boulder) along x
TRANSECT 25 stations from (4, 4) to (28, 4), every 1
  station        ground  surface  water  top  standing            step
  (    4,     4)      18       18           18                      
  (    5,     4)      18       18           18                      
  (    6,     4)      18       18           18                      
  (    7,     4)      18       18           18                      
  (    8,     4)      18       18           18                      
  (    9,     4)      18       18           18  stroke bed#1        
  (   10,     4)      18       18           18  stroke bed#1        
  (   11,     4)      18       18           18  stroke bed#1        
  (   12,     4)      18       18           18  stroke bed#1        
  (   13,     4)      17       17           17  stroke bed#1        -1
  (   14,     4)      17       17           17  stroke bed#1        
  (   15,     4)      17       17           17                      
  (   16,     4)      17       17           17                      
  (   17,     4)      17       17           17                      
  (   18,     4)      17       17           17                      
  (   19,     4)      17       17           17                      
  (   20,     4)      17       17           17                      
  (   21,     4)      17       17           17                      
  (   22,     4)      17       17           17                      
  (   23,     4)      17       17           17                      
  (   24,     4)                                                    void
  (   25,     4)                                                    void
  (   26,     4)                                                    void
  (   27,     4)                                                    void
  (   28,     4)                                                    void
rises 0, falls 1, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: stroke bed#1 at (8, 6)

## rock-3 (boulder) along z
TRANSECT 25 stations from (16, -8) to (16, 16), every 1
  station        ground  surface  water  top  standing            step
  (   16,    -8)      17       17           17                      
  (   16,    -7)      17       17           17                      
  (   16,    -6)      17       17           17                      
  (   16,    -5)      17       17           17                      
  (   16,    -4)      17       17           17                      
  (   16,    -3)      17       17           17                      
  (   16,    -2)      17       17           17                      
  (   16,    -1)      17       17           17                      
  (   16,     0)      17       17           17                      
  (   16,     1)      17       17           17                      
  (   16,     2)      17       17           17                      
  (   16,     3)      17       17           17                      
  (   16,     4)      17       17           17                      
  (   16,     5)      17       17           17                      
  (   16,     6)      17       17           17                      
  (   16,     7)      17       17           17                      
  (   16,     8)      17       17           17                      
  (   16,     9)      17       17           17                      
  (   16,    10)      17       17           17                      
  (   16,    11)      17       17           17                      
  (   16,    12)      17       17           17                      
  (   16,    13)      17       17           17                      
  (   16,    14)      16       16           16                      -1
  (   16,    15)      17       17           17                      +1
  (   16,    16)      17       17           17                      
rises 1, falls 1, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder rock-1 at (15, -10), stroke bed#1 at (14, 4)
