## rock-7 (boulder) along x
TRANSECT 25 stations from (-14, -20) to (10, -20), every 1
  station        ground  surface  water  top  standing            step
  (  -14,   -20)      17       17           17                      
  (  -13,   -20)      18       18           18                      +1
  (  -12,   -20)      18       18           18                      
  (  -11,   -20)      17       17           17                      -1
  (  -10,   -20)      17       17           17                      
  (   -9,   -20)      22       22           22                      BARRIER +5
  (   -8,   -20)      22       22           22                      
  (   -7,   -20)      17       17           21  boulder rock-1      DROP -5
  (   -6,   -20)      17       17           21  boulder rock-1      
  (   -5,   -20)      17       17           21  boulder rock-1      
  (   -4,   -20)      17       17           19  boulder rock-1      
  (   -3,   -20)      17       17           17                      
  (   -2,   -20)      17       17           17                      
  (   -1,   -20)      17       17           17                      
  (    0,   -20)      17       17           17                      
  (    1,   -20)      17       17           17                      
  (    2,   -20)      22       22           22                      BARRIER +5
  (    3,   -20)      22       22           22                      
  (    4,   -20)      17       17           17                      DROP -5
  (    5,   -20)      17       17           17                      
  (    6,   -20)      17       17           17                      
  (    7,   -20)      17       17           17                      
  (    8,   -20)      17       17           17                      
  (    9,   -20)      17       17           17                      
  (   10,   -20)      17       17           17                      
rises 3, falls 3, worst step 5: 2 barrier, 0 scramble, 2 drop — BARRIER +5 at (-9, -20); DROP -5 at (-7, -20); BARRIER +5 at (2, -20); DROP -5 at (4, -20) | walked end to end
beside: boulder rock-1 at (-9, -18)

## rock-7 (boulder) along z
TRANSECT 25 stations from (-2, -32) to (-2, -8), every 1
  station        ground  surface  water  top  standing            step
  (   -2,   -32)      19       19           19                      
  (   -2,   -31)      19       19           19                      
  (   -2,   -30)      19       19           19                      
  (   -2,   -29)      19       19           19                      
  (   -2,   -28)      18       18           18                      -1
  (   -2,   -27)      18       18           18                      
  (   -2,   -26)      18       18           18                      
  (   -2,   -25)      18       18           18                      
  (   -2,   -24)      17       17           17                      -1
  (   -2,   -23)      17       17           17                      
  (   -2,   -22)      17       17           17                      
  (   -2,   -21)      17       17           17                      
  (   -2,   -20)      17       17           17                      
  (   -2,   -19)      17       17           17                      
  (   -2,   -18)      17       17           17                      
  (   -2,   -17)      18       18           18                      +1
  (   -2,   -16)      18       18           18                      
  (   -2,   -15)      18       18           18                      
  (   -2,   -14)      19       19           19                      +1
  (   -2,   -13)      19       19           19                      
  (   -2,   -12)      19       19           19                      
  (   -2,   -11)      19       19           19                      
  (   -2,   -10)      19       19           19                      
  (   -2,    -9)      20       20           20                      +1
  (   -2,    -8)      19       19           19                      -1
rises 3, falls 3, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder rock-1 at (-4, -20)
