## spawn-red (spawn) along x
TRANSECT 27 stations from (-13, 87) to (13, 87), every 1
  station        ground  surface  water  top  standing            step
  (  -13,    87)      12       12           12                      
  (  -12,    87)      12       12           12                      
  (  -11,    87)      12       12           12                      
  (  -10,    87)      11       11           11                      -1
  (   -9,    87)      12       12           12                      +1
  (   -8,    87)      12       12           12                      
  (   -7,    87)      12       12           12                      
  (   -6,    87)      12       12           12                      
  (   -5,    87)      12       12           12                      
  (   -4,    87)      12       12           22                      
  (   -3,    87)      12       12           23  spawn spawn-1       
  (   -2,    87)      12       12           25  spawn spawn-1       
  (   -1,    87)      12       12           26  spawn spawn-1       
  (    0,    87)      12       12           26  spawn spawn-1       
  (    1,    87)      12       12           25  spawn spawn-1       
  (    2,    87)      12       12           24  spawn spawn-1       
  (    3,    87)      12       12           23  spawn spawn-1       
  (    4,    87)      12       12           22                      
  (    5,    87)      12       12           12                      
  (    6,    87)      11       11           11                      -1
  (    7,    87)      12       12           12                      +1
  (    8,    87)      12       12           12                      
  (    9,    87)      12       12           12                      
  (   10,    87)      12       12           12                      
  (   11,    87)      12       12           12                      
  (   12,    87)      12       12           12                      
  (   13,    87)                                                    void
rises 2, falls 2, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: spawn spawn-1 at (-3, 85), stroke tramway at (-1, 85)

## spawn-red (spawn) along z
TRANSECT 28 stations from (0, 72) to (0, 99), every 1
  station        ground  surface  water  top  standing            step
  (    0,    72)      18       18           18  stroke tramway      
  (    0,    73)      16       16           16  stroke tramway      -2
  (    0,    74)      16       16           16  stroke tramway      
  (    0,    75)      12       12           12  stroke tramway      DROP -4
  (    0,    76)      12       12           12  stroke tramway      
  (    0,    77)      11       11           11  stroke tramway      -1
  (    0,    78)      12       12           12  stroke tramway      +1
  (    0,    79)      12       12           12  stroke tramway      
  (    0,    80)      12       12           12  stroke tramway      
  (    0,    81)      12       12           26  stroke tramway      
  (    0,    82)      12       12           26  stroke tramway      
  (    0,    83)      12       12           26  stroke tramway      
  (    0,    84)      12       12           26  stroke tramway      
  (    0,    85)      12       12           26  stroke tramway      
  (    0,    86)      12       12           26  spawn spawn-1       
  (    0,    87)      12       12           26  spawn spawn-1       
  (    0,    88)      12       12           26  spawn spawn-1       
  (    0,    89)      12       12           26  spawn spawn-1       
  (    0,    90)      12       12           26  spawn spawn-1       
  (    0,    91)      12       12           26  spawn spawn-1       
  (    0,    92)      12       12           26  spawn spawn-1       
  (    0,    93)      12       12           26  spawn spawn-1       
  (    0,    94)      12       12           26                      
  (    0,    95)      12       12           12                      
  (    0,    96)      12       12           12                      
  (    0,    97)      12       12           12                      
  (    0,    98)      12       12           12                      
  (    0,    99)      12       12           12                      
rises 1, falls 3, worst step 4: 0 barrier, 0 scramble, 1 drop — DROP -4 at (0, 75) | walked end to end
beside: stroke tramway at (0, 70), spawn spawn-1 at (2, 82)
