## rock-7 (boulder) along x
TRANSECT 23 stations from (28, -80) to (50, -80), every 1
  station        ground  surface  water  top  standing            step
  (   28,   -80)      27       27           27                      
  (   29,   -80)      27       27           27                      
  (   30,   -80)      27       27           27                      
  (   31,   -80)      27       27           27                      
  (   32,   -80)      27       27           27                      
  (   33,   -80)      27       27           27                      
  (   34,   -80)      27       27           27                      
  (   35,   -80)      26       26           26                      -1
  (   36,   -80)      26       26           26                      
  (   37,   -80)      26       26           26                      
  (   38,   -80)      26       26           29  boulder rock-7      
  (   39,   -80)      25       25           29  boulder rock-7      -1
  (   40,   -80)      25       25           30  boulder rock-7      
  (   41,   -80)      25       25           29  boulder rock-7      
  (   42,   -80)      25       25           29  boulder rock-7      
  (   43,   -80)      25       25           25                      
  (   44,   -80)      25       25           25                      
  (   45,   -80)      25       25           25                      
  (   46,   -80)      25       25           25                      
  (   47,   -80)      25       25           25                      
  (   48,   -80)      25       25           25                      
  (   49,   -80)      25       25           25                      
  (   50,   -80)      25       25           25                      
rises 0, falls 2, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: tree birk-7 at (29, -79), boulder rock-7 at (38, -81)

## rock-7 (boulder) along z
TRANSECT 25 stations from (40, -92) to (40, -68), every 1
  station        ground  surface  water  top  standing            step
  (   40,   -92)      25       25           25                      
  (   40,   -91)      25       25           25                      
  (   40,   -90)      25       25           25                      
  (   40,   -89)      25       25           25                      
  (   40,   -88)      25       25           25                      
  (   40,   -87)      25       25           25                      
  (   40,   -86)      25       25           25                      
  (   40,   -85)      25       25           25                      
  (   40,   -84)      25       25           25                      
  (   40,   -83)      25       25           25                      
  (   40,   -82)      25       25           29  boulder rock-7      
  (   40,   -81)      25       25           29  boulder rock-7      
  (   40,   -80)      25       25           30  boulder rock-7      
  (   40,   -79)      25       25           29  boulder rock-7      
  (   40,   -78)      25       25           28  boulder rock-7      
  (   40,   -77)      25       25           25                      
  (   40,   -76)      25       25           25                      
  (   40,   -75)      25       25           25                      
  (   40,   -74)      26       26           26                      +1
  (   40,   -73)      26       26           26                      
  (   40,   -72)      26       26           26                      
  (   40,   -71)      26       26           26                      
  (   40,   -70)      26       26           26                      
  (   40,   -69)      26       26           26                      
  (   40,   -68)      26       26           26                      
rises 1, falls 0, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: boulder rock-7 at (39, -82)
