      |   -1         0         1   |
      | 32109876543210123456789012 |
  -24 | AAAAAAAAASSSSSSSAAAAAAAAAA |
  -23 | AAAAAAAAASSSSSSSAAAAAAAAAA |
  -22 | AAAAAAAAAiSS@SSiAAAAAAAAAA |
  -21 | AAAAAAAAASSSSSSSAAAAAAAAAA |
  -20 | AAAAAAAAASSSSSSSAAAAAAAAAA |
  -19 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -16 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -15 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
  -14 | BBBBBOBBBBBBBBBBBBBBBBBBBB |
  -13 | DDDDCCCCCCCCCCCCCCCCCCEEEE |
  -12 | DDDDCCCCCCCCCCCCCCCCCCEEEE |
  -11 | DDDDCCCCCCCCCCCCCCCCCCEEEE |
  -10 | DDDDCCCCCCCCCCCCCCCCCCEEEE |
   -9 | DDDDCCCCCCCCCCCCCCCCCCEEEE |
   -8 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
   -7 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
   -6 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
   -5 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
   -4 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
   -3 |   GGGGGGGGGGGGGGGGGGGGGG   |
   -2 |   GGGGGGGGGGGGGGGGGGGGGG   |
   -1 |   GGGGGGGGGGGGGGGGGGGGGG   |
    0 |   GGGGGGGGGGGGGGGGGGGGGG   |
    1 |   GGGGGGGGGGGGGGGGGGGGGG   |
    2 |   GGGGGGGGGGGGGGGGGGGGGG   |
    3 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
    4 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
    5 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
    6 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
    7 | FFFFFFFFFFFFFFFFFFFFFFFFFF |
    8 | EEEECCCCCCCCCCCCCCCCCCDDDD |
    9 | EEEECCCCCCCCCCCCCCCCCCDDDD |
   10 | EEEECCCCCCCCCCCCCCCCCCDDDD |
   11 | EEEECCCCCCCCCCCCCCCCCCDDDD |
   12 | EEEECCCCCCCCCCCCCCCCCCDDDD |
   13 | BBBBBBBBBBBBBBBBBBBBOBBBBB |
   14 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   15 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   16 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   17 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   18 | BBBBBBBBBBBBBBBBBBBBBBBBBB |
   19 | AAAAAAAAAASSSSSSSAAAAAAAAA |
   20 | AAAAAAAAAASSSSSSSAAAAAAAAA |
   21 | AAAAAAAAAAiSS@SSiAAAAAAAAA |
   22 | AAAAAAAAAASSSSSSSAAAAAAAAA |
   23 | AAAAAAAAAASSSSSSSAAAAAAAAA |
      26 × 48 cells drawn  ·  26 × 48 cells = 104 × 192 blocks  ·  cell 4
      @ spawn   A works (piece)   B terrace (piece)   C pit (piece)   D rim-w (piece)   
      E rim-e (piece)   F field (piece)   G mid (piece)   O core   S camp (spawn)   i iron   
