## spawn-blue (spawn) along x
TRANSECT 33 stations from (-16, 92) to (16, 92), every 1
  station        ground  surface  water  top  standing            step
  (  -16,    92)      23       23           23                      
  (  -15,    92)      23       23           23                      
  (  -14,    92)      22       22           22                      -1
  (  -13,    92)      22       22           22                      
  (  -12,    92)      22       22           22                      
  (  -11,    92)      21       21           21                      -1
  (  -10,    92)      21       21           21                      
  (   -9,    92)      21       21           21                      
  (   -8,    92)      21       21           21                      
  (   -7,    92)      21       21           30                      
  (   -6,    92)      21       21           30  spawn spawn-1#1     
  (   -5,    92)      21       21           30  spawn spawn-1#1     
  (   -4,    92)      21       21           30  spawn spawn-1#1     
  (   -3,    92)      21       21           30  spawn spawn-1#1     
  (   -2,    92)      21       21           30  spawn spawn-1#1     
  (   -1,    92)      21       21           30  spawn spawn-1#1     
  (    0,    92)      21       21           30  spawn spawn-1#1     
  (    1,    92)      21       21           30  spawn spawn-1#1     
  (    2,    92)      21       21           30  spawn spawn-1#1     
  (    3,    92)      21       21           30  spawn spawn-1#1     
  (    4,    92)      21       21           30  spawn spawn-1#1     
  (    5,    92)      21       21           30  spawn spawn-1#1     
  (    6,    92)      21       21           30                      
  (    7,    92)      21       21           21                      
  (    8,    92)      21       21           21                      
  (    9,    92)      21       21           21                      
  (   10,    92)      21       21           21                      
  (   11,    92)      22       22           22                      +1
  (   12,    92)      22       22           22                      
  (   13,    92)      22       22           22                      
  (   14,    92)      23       23           23                      +1
  (   15,    92)      23       23           23                      
  (   16,    92)      23       23           23                      
rises 2, falls 2, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: tree thorn-1#1 at (-18, 93), spawn spawn-1#1 at (-6, 90), tree thorn-10#1 at (17, 93)

## spawn-blue (spawn) along z
TRANSECT 30 stations from (0, 76) to (0, 105), every 1
  station        ground  surface  water  top  standing            step
  (    0,    76)      21       21           21                      
  (    0,    77)      21       21           21                      
  (    0,    78)      21       21           21                      
  (    0,    79)      21       21           21                      
  (    0,    80)      21       21           21                      
  (    0,    81)      21       21           21  stroke track-camp#1  
  (    0,    82)      21       21           21  stroke track-camp#1  
  (    0,    83)      21       21           21  stroke track-camp#1  
  (    0,    84)      21       21           21  stroke track-camp#1  
  (    0,    85)      21       21           27  stroke track-camp#1  
  (    0,    86)      21       21           27  spawn spawn-1#1     
  (    0,    87)      21       21           28  spawn spawn-1#1     
  (    0,    88)      21       21           28  spawn spawn-1#1     
  (    0,    89)      21       21           29  spawn spawn-1#1     
  (    0,    90)      21       21           29  spawn spawn-1#1     
  (    0,    91)      21       21           30  spawn spawn-1#1     
  (    0,    92)      21       21           30  spawn spawn-1#1     
  (    0,    93)      21       21           29  spawn spawn-1#1     
  (    0,    94)      21       21           29  spawn spawn-1#1     
  (    0,    95)      21       21           28  spawn spawn-1#1     
  (    0,    96)      21       21           28  spawn spawn-1#1     
  (    0,    97)      21       21           27  spawn spawn-1#1     
  (    0,    98)      21       21           27                      
  (    0,    99)      21       21           21                      
  (    0,   100)      21       21           21                      
  (    0,   101)      21       21           21                      
  (    0,   102)      21       21           21                      
  (    0,   103)      21       21           21                      
  (    0,   104)      21       21           21                      
  (    0,   105)      21       21           21                      
rises 0, falls 0, worst step 0: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: stroke track-camp#1 at (1, 80), spawn spawn-1#1 at (-2, 86)
