## tide-pool (water) along x
TRANSECT 53 stations from (-31, -26) to (21, -26), every 1
  station        ground  surface  water  top  standing            step
  (  -31,   -26)      10       10           10                      
  (  -30,   -26)      10       10           10                      
  (  -29,   -26)      10       10           10                      
  (  -28,   -26)      10       10           10                      
  (  -27,   -26)      10       10           10                      
  (  -26,   -26)      10       10           10                      
  (  -25,   -26)      10       10           10                      
  (  -24,   -26)       9        9           10  flora marram        -1
  (  -23,   -26)       9        9           10  flora marram        
  (  -22,   -26)       9        9           10  flora marram        
  (  -21,   -26)       9        9           11  flora marram        
  (  -20,   -26)       9        9           10  flora marram        
  (  -19,   -26)       9        9           10  flora marram        
  (  -18,   -26)       9        9           10  flora marram        
  (  -17,   -26)       9        9           10  flora marram        
  (  -16,   -26)       9        9           10  flora marram        
  (  -15,   -26)       9        9           10  flora marram        
  (  -14,   -26)       9        9           10  flora marram        
  (  -13,   -26)       9        9           10  flora marram        
  (  -12,   -26)       9        9           10  flora marram        
  (  -11,   -26)       9        9           10  flora marram        
  (  -10,   -26)       9        9           10  flora marram        
  (   -9,   -26)       9        9           10  flora marram        
  (   -8,   -26)       9        9           10  flora marram        
  (   -7,   -26)       9        9           10  flora marram        
  (   -6,   -26)      10       10           10                      +1
  (   -5,   -26)      10       10           10                      
  (   -4,   -26)      10       10           10                      
  (   -3,   -26)      10       10           10                      
  (   -2,   -26)      10       10           10                      
  (   -1,   -26)      10       10           10                      
  (    0,   -26)      10       10           10                      
  (    1,   -26)      10       10           10                      
  (    2,   -26)      10       10           10                      
  (    3,   -26)      10       10           10                      
  (    4,   -26)      10       10           10                      
  (    5,   -26)      10       10           10                      
  (    6,   -26)      10       10           10                      
  (    7,   -26)      10       10           10                      
  (    8,   -26)      10       10           10                      
  (    9,   -26)      10       10           10                      
  (   10,   -26)      10       10           10                      
  (   11,   -26)      10       10           10                      
  (   12,   -26)      10       10           10                      
  (   13,   -26)      10       10           10                      
  (   14,   -26)      10       10           10                      
  (   15,   -26)      10       10           10                      
  (   16,   -26)       9        9            9                      -1
  (   17,   -26)       9        9            9                      
  (   18,   -26)       9        9            9                      
  (   19,   -26)       9        9            9                      
  (   20,   -26)       9        9            9                      
  (   21,   -26)       9        9            9                      
rises 1, falls 2, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: flora marram at (-24, -26)

## tide-pool (water) along z
TRANSECT 52 stations from (-5, -51) to (-5, 0), every 1
  station        ground  surface  water  top  standing            step
  (   -5,   -51)      12       12           12                      
  (   -5,   -50)      11       11           11                      -1
  (   -5,   -49)      11       11           11                      
  (   -5,   -48)      11       11           11                      
  (   -5,   -47)      10       10           10                      -1
  (   -5,   -46)      10       10           10                      
  (   -5,   -45)      10       10           10                      
  (   -5,   -44)      10       10           10                      
  (   -5,   -43)      10       10           10                      
  (   -5,   -42)      10       10           10                      
  (   -5,   -41)      10       10           10                      
  (   -5,   -40)       9        9            9                      -1
  (   -5,   -39)       9        9            9                      
  (   -5,   -38)       9        9            9                      
  (   -5,   -37)       9        9            9                      
  (   -5,   -36)       9        9            9                      
  (   -5,   -35)       9        9            9                      
  (   -5,   -34)       9        9            9                      
  (   -5,   -33)       9        9            9                      
  (   -5,   -32)      10       10           10                      +1
  (   -5,   -31)      10       10           10                      
  (   -5,   -30)      10       10           10                      
  (   -5,   -29)      10       10           10                      
  (   -5,   -28)      10       10           10                      
  (   -5,   -27)      10       10           10                      
  (   -5,   -26)      10       10           10                      
  (   -5,   -25)      10       10           10                      
  (   -5,   -24)      10       10           10                      
  (   -5,   -23)      10       10           10                      
  (   -5,   -22)      10       10           10                      
  (   -5,   -21)      10       10           10                      
  (   -5,   -20)      10       10           10                      
  (   -5,   -19)                                                    void
  (   -5,   -18)                                                    void
  (   -5,   -17)                                                    void
  (   -5,   -16)                                                    void
  (   -5,   -15)                                                    void
  (   -5,   -14)                                                    void
  (   -5,   -13)                                                    void
  (   -5,   -12)                                                    void
  (   -5,   -11)                                                    void
  (   -5,   -10)                                                    void
  (   -5,    -9)                                                    void
  (   -5,    -8)      10       10           10                      
  (   -5,    -7)      10       10           10                      
  (   -5,    -6)      10       10           10                      
  (   -5,    -5)      10       10           10                      
  (   -5,    -4)      10       10           10                      
  (   -5,    -3)      10       10           10                      
  (   -5,    -2)      10       10           10                      
  (   -5,    -1)      10       10           10                      
  (   -5,     0)      11       11           11                      +1
rises 2, falls 3, worst step 1: 0 barrier, 0 scramble, 0 drop | walked end to end
beside: flora marram at (-7, -28)
