## spawn-red -> red-0
ROUTE (-52, 72) -> (4, 164) aim travel: 125 blocks, 0 placed, 0 drop(s), worst drop 0
  place            y   step
  (-52, 72)         18
  (-51, 72)         18
  (-50, 72)         18
  (-49, 72)         18
  (-48, 72)         18
  (-47, 72)         18
  (-46, 72)         18
  (-45, 72)         18
  (-44, 72)         18
  (-43, 72)         18
  (-42, 72)         18
  (-41, 72)         18
  (-40, 72)         18
  (-39, 72)         18
  (-38, 72)         18
  (-37, 72)         18
  (-36, 72)         18
  (-35, 72)         17
  (-34, 73)         17
  (-33, 74)         16
  (-32, 75)         16
  (-31, 76)         15
  (-30, 77)         15
  (-29, 78)         15
  (-28, 79)         14
  (-27, 80)         15
  (-27, 81)         15
  (-27, 82)         15
  (-27, 83)         14
  (-27, 84)         15
  (-27, 85)         15
  (-27, 86)         15
  (-27, 87)         15
  (-27, 88)         14
  (-27, 89)         14
  (-27, 90)         14
  (-27, 91)         14
  (-27, 92)         14
  (-27, 93)         15
  (-27, 94)         15
  (-27, 95)         15
  (-27, 96)         15
  (-27, 97)         16
  (-27, 98)         15
  (-27, 99)         16
  (-27, 100)        15
  (-27, 101)        15
  (-27, 102)        15
  (-27, 103)        15
  (-27, 104)        15
  (-27, 105)        15
  (-27, 106)        15
  (-27, 107)        15
  (-27, 108)        15
  (-27, 109)        15
  (-27, 110)        15
  (-27, 111)        15
  (-27, 112)        15
  (-26, 113)        16
  (-25, 114)        16
  (-24, 115)        16
  (-23, 116)        17
  (-22, 117)        16
  (-21, 118)        16
  (-20, 119)        16
  (-19, 120)        17
  (-19, 121)        17
  (-19, 122)        17
  (-19, 123)        17
  (-19, 124)        17
  (-19, 125)        18
  (-19, 126)        18
  (-19, 127)        18
  (-19, 128)        18
  (-19, 129)        19
  (-19, 130)        19
  (-19, 131)        19
  (-19, 132)        19
  (-19, 133)        19
  (-19, 134)        19
  (-19, 135)        20
  (-18, 136)        21
  (-17, 137)        20
  (-16, 138)        20
  (-15, 139)        21
  (-14, 140)        22
  (-14, 141)        22
  (-13, 142)        22
  (-12, 143)        22
  (-11, 144)        22
  (-10, 145)        22
  (-9, 146)         22
  (-8, 147)         21
  (-7, 148)         21
  (-6, 149)         21
  (-5, 150)         21
  (-4, 151)         21
  (-3, 152)         21
  (-3, 153)         21
  (-3, 154)         21
  (-3, 155)         21
  (-3, 156)         21
  (-2, 157)         21
  (-1, 158)         21
  (0, 159)          21
  (1, 160)          22
  (2, 161)          21
  (2, 162)          21
  (3, 163)          21
  (4, 164)          21
rises 0, falls 0, worst step 0: walked end to end
beside: spawn spawn-1 at (-52, 72) d0, wool wool-1 at (2, 161) d0

## spawn-red -> orange-0
ROUTE (-52, 72) -> (68, 72) aim travel: 120 blocks, 1 placed, 0 drop(s), worst drop 0
  place            y   step
  (-52, 72)         18
  (-51, 72)         18
  (-50, 72)         18
  (-49, 72)         18
  (-48, 72)         18
  (-47, 72)         18
  (-46, 72)         18
