## revetment (made) along x
TRANSECT 87 stations from (-43, 43) to (43, 43), every 1
  station        ground  surface  water  top  standing            step
  (  -43,    43)      17       17           17                      
  (  -42,    43)      17       17           17                      
  (  -41,    43)      17       17           17                      
  (  -40,    43)      17       17           17                      
  (  -39,    43)      17       17           17                      
  (  -38,    43)      17       17           17                      
  (  -37,    43)      17       17           17                      
  (  -36,    43)      17       17           17                      
  (  -35,    43)      17       17           17                      
  (  -34,    43)      17       17           17                      
  (  -33,    43)      17       17           17                      
  (  -32,    43)      17       17           17                      
  (  -31,    43)      17       17           17                      
  (  -30,    43)      17       17           17                      
  (  -29,    43)      17       17           17                      
  (  -28,    43)      17       17           17                      
  (  -27,    43)      17       17           17                      
  (  -26,    43)      17       17           21  wall 1              
  (  -25,    43)      17       17           21  wall 1              
  (  -24,    43)      17       17           17                      
  (  -23,    43)      17       17           17                      
  (  -22,    43)      17       17           17                      
  (  -21,    43)      17       17           17                      
  (  -20,    43)      17       17           17                      
  (  -19,    43)      17       17           17                      
  (  -18,    43)      17       17           17                      
  (  -17,    43)      17       17           17                      
  (  -16,    43)      17       17           17                      
  (  -15,    43)      17       17           17                      
  (  -14,    43)      17       17           17                      
  (  -13,    43)      17       17           17                      
  (  -12,    43)      17       17           17                      
  (  -11,    43)      17       17           17                      
  (  -10,    43)      17       17           17                      
  (   -9,    43)      17       17           17                      
  (   -8,    43)      17       17           17                      
  (   -7,    43)      17       17           17                      
  (   -6,    43)      17       17           17                      
  (   -5,    43)      17       17           17                      
  (   -4,    43)      17       17           17                      
  (   -3,    43)      17       17           17                      
  (   -2,    43)      17       17           17                      
  (   -1,    43)      17       17           17                      
  (    0,    43)      17       17           17                      
  (    1,    43)      17       17           17                      
  (    2,    43)      17       17           17                      
  (    3,    43)      17       17           17                      
  (    4,    43)      17       17           17                      
  (    5,    43)      17       17           17                      
  (    6,    43)      17       17           17                      
  (    7,    43)      17       17           17                      
  (    8,    43)      17       17           17                      
  (    9,    43)      17       17           17                      
  (   10,    43)      17       17           17                      
  (   11,    43)      17       17           17                      
  (   12,    43)      17       17           17                      
  (   13,    43)      17       17           17                      
  (   14,    43)      17       17           17                      
  (   15,    43)      17       17           17                      
  (   16,    43)      17       17           17                      
  (   17,    43)      17       17           17                      
  (   18,    43)      17       17           17                      
  (   19,    43)      17       17           17                      
  (   20,    43)      17       17           17                      
  (   21,    43)      17       17           17                      
  (   22,    43)      17       17           17                      
  (   23,    43)      17       17           17                      
  (   24,    43)      17       17           21  wall 3              
  (   25,    43)      17       17           21  wall 3              
  (   26,    43)      17       17           17                      
  (   27,    43)      17       30           30  storey              BARRIER +13
  (   28,    43)      17       30           30  storey              
  (   29,    43)      17       33           33  storey              BARRIER +3
  (   30,    43)      17       17           17                      DROP -16
  (   31,    43)      17       17           17                      
  (   32,    43)      17       33           33  storey              BARRIER +16
  (   33,    43)      17       30           30  storey              -3
  (   34,    43)      17       30           30  storey              
  (   35,    43)      17       17           17                      DROP -13
  (   36,    43)      17       17           17                      
  (   37,    43)      17       17           17                      
  (   38,    43)      17       17           17                      
  (   39,    43)      17       17           17                      
  (   40,    43)      17       17           17                      
  (   41,    43)      17       17           17                      
  (   42,    43)      17       17           17                      
  (   43,    43)      17       17           17                      
rises 3, falls 3, worst step 16: 3 barrier, 0 scramble, 2 drop — BARRIER +13 at (27, 43); BARRIER +3 at (29, 43); DROP -16 at (30, 43); BARRIER +16 at (32, 43); DROP -13 at (35, 43) | walked end to end
beside: redstoneline 2 at (-45, 45), redstoneline 1 at (-44, 45), wall 1 at (-26, 41), wall 3 at (24, 41), redstoneline 5 at (35, 45), redstoneline 6 at (44, 45)

## revetment (made) along z
TRANSECT 43 stations from (0, 22) to (0, 64), every 1
  station        ground  surface  water  top  standing            step
  (    0,    22)      12       12           12                      
  (    0,    23)      12       12           12                      
  (    0,    24)      12       12           12                      
  (    0,    25)      12       12           12                      
  (    0,    26)      12       12           12                      
  (    0,    27)      12       12           12                      
  (    0,    28)      11       11           11                      -1
  (    0,    29)      17       17           17                      BARRIER +6
  (    0,    30)      17       20           20  storey              BARRIER +3
  (    0,    31)      17       20           20  storey              
  (    0,    32)      17       17           17                      -3
  (    0,    33)      17       17           17                      
  (    0,    34)      17       17           17                      
  (    0,    35)      17       17           17                      
  (    0,    36)      17       17           17                      
  (    0,    37)      17       17           17                      
  (    0,    38)      17       17           17                      
  (    0,    39)      17       17           17                      
  (    0,    40)      17       17           17                      
  (    0,    41)      17       17           17                      
  (    0,    42)      17       17           17                      
  (    0,    43)      17       17           17                      
  (    0,    44)      17       19           19  storey              scramble +2
  (    0,    45)      17       19           19  storey              
  (    0,    46)      17       19           19  storey              
  (    0,    47)      17       19           19  storey              
  (    0,    48)      17       19           19  storey              
  (    0,    49)      17       19           19  storey              
  (    0,    50)      17       19           19  storey              
  (    0,    51)      17       19           19  storey              
  (    0,    52)      17       19           19  storey              
  (    0,    53)      17       19           19  storey              
  (    0,    54)      17       19           19  storey              
  (    0,    55)      17       19           19  storey              
  (    0,    56)      17       17           17                      -2
  (    0,    57)      17       17           17                      
  (    0,    58)      17       17           17                      
  (    0,    59)      17       17           17                      
  (    0,    60)      17       17           17                      
  (    0,    61)      17       17           17                      
  (    0,    62)      17       17           17                      
  (    0,    63)      17       17           17                      
  (    0,    64)      17       17           17  stroke way-west     
rises 3, falls 3, worst step 6: 2 barrier, 1 scramble, 0 drop — BARRIER +6 at (0, 29); BARRIER +3 at (0, 30); scramble +2 at (0, 44) | walked end to end
beside: boulder spall-1 at (-2, 20), house byre at (2, 23), stroke way-west at (-2, 62), stroke way-east at (2, 66)
