TRANSECT 23 stations from (-62, -112) to (-62, -90), every 1
  station        ground  surface  water  top  standing            step
  (  -62,  -112)      15       15           15                      
  (  -62,  -111)      15       15           15                      
  (  -62,  -110)      15       15           15                      
  (  -62,  -109)       8        8            8                      DROP -7
  (  -62,  -108)       9        9            9                      +1
  (  -62,  -107)      10       10           10                      +1
  (  -62,  -106)      11       11           11                      +1
  (  -62,  -105)      12       12           12                      +1
  (  -62,  -104)      13       13           13                      +1
  (  -62,  -103)      14       14           14                      +1
  (  -62,  -102)      15       15           15                      +1
  (  -62,  -101)      16       16           16                      +1
  (  -62,  -100)      17       17           17                      +1
  (  -62,   -99)      18       18           18                      +1
  (  -62,   -98)      19       19           19                      +1
  (  -62,   -97)      20       20           20                      +1
  (  -62,   -96)      20       20           20                      
  (  -62,   -95)      20       20           20                      
  (  -62,   -94)      20       20           20                      
  (  -62,   -93)      20       20           20                      
  (  -62,   -92)      20       20           20                      
  (  -62,   -91)      20       20           20                      
  (  -62,   -90)      20       20           20                      
rises 12, falls 1, worst step 7: 0 barrier, 0 scramble, 1 drop — DROP -7 at (-62, -109) | walked end to end
beside: (none)
